Cartera de préstamos hipotecarios al día 17/10/2005
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %,
0,00 -24.999,99,1.280 8,49,24.151.533,85 2,08,
25.000,00 -49.999,99,3.374 22,38,129.173.244,16 11,13,
50.000,00 -74.999,99,3.876 25,71,241.176.543,07 20,78,
75.000,00 -99.999,99,2.861 18,98,247.738.180,05 21,35,
100.000,00 -124.999,99,1.857 12,32,207.581.113,03 17,89,
125.000,00 -149.999,99,1.155 7,66,158.586.472,07 13,66,
150.000,00 -174.999,99,266 1,76,42.626.063,04 3,67,
175.000,00 -199.999,99,129 0,86,23.871.176,85 2,06,
200.000,00 -224.999,99,78 0,52,16.431.917,32 1,42,
225.000,00 -249.999,99,49 0,32,11.517.667,01 0,99,
250.000,00 -274.999,99,30 0,20,7.835.853,63 0,68,
275.000,00 -299.999,99,30 0,20,8.608.646,83 0,74,
300.000,00 -324.999,99,16 0,11,5.000.238,68 0,43,
325.000,00 -349.999,99,9 0,06,3.038.363,70 0,26,
350.000,00 -374.999,99,13 0,09,4.713.234,06 0,41,
375.000,00 -399.999,99,8 0,05,3.103.787,72 0,27,
400.000,00 -424.999,99,10 0,07,4.131.193,35 0,36,
425.000,00 -449.999,99,7 0,05,3.068.667,55 0,26,
450.000,00 -474.999,99,1 0,01,463.017,95 0,04,
475.000,00 -499.999,99,3 0,02,1.477.017,68 0,13,
525.000,00 -549.999,99,3 0,02,1.615.701,62 0,14,
550.000,00 -574.999,99,5 0,03,2.817.979,79 0,24,
575.000,00 -599.999,99,3 0,02,1.768.393,06 0,15,
600.000,00 -624.999,99,2 0,01,1.222.958,53 0,11,
625.000,00 -649.999,99,3 0,02,1.917.900,11 0,17,
675.000,00 -699.999,99,1 0,01,679.107,65 0,06,
700.000,00 -724.999,99,3 0,02,2.131.556,55 0,18,
725.000,00 -749.999,99,2 0,01,1.466.219,55 0,13,
900.000,00 -924.999,99,3 0,02,2.701.917,82 0,23,
Total 15.077 100,00 1.160.615.666,28 100,00,,,
,Principal medio:,76.979,22,
,Principal mínimo:,2.761,75,
,Principal máximo:,901.500,00,
