Cartera de préstamos hipotecarios al día 17/10/2005
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos
%,Principal pendiente
(euros) %
Del 01/01/1992 al 30/06/1992,2 0,01,9.483,21 0,00
Del 01/07/1992 al 31/12/1992,1 0,01,21.774,06 0,00
Del 01/01/1993 al 30/06/1993,2 0,01,73.022,95 0,01
Del 01/07/1993 al 31/12/1993,4 0,03,55.383,74 0,00
Del 01/01/1994 al 30/06/1994,10 0,07,176.731,20 0,02
Del 01/07/1994 al 31/12/1994,10 0,07,178.018,78 0,02
Del 01/01/1995 al 30/06/1995,7 0,05,305.972,66 0,03
Del 01/07/1995 al 31/12/1995,9 0,06,285.345,55 0,02
Del 01/01/1996 al 30/06/1996,21 0,14,480.527,18 0,04
Del 01/07/1996 al 31/12/1996,35 0,23,1.062.989,54 0,09
Del 01/01/1997 al 30/06/1997,88 0,58,3.588.465,33 0,31
Del 01/07/1997 al 31/12/1997,127 0,84,4.834.757,59 0,42
Del 01/01/1998 al 30/06/1998,177 1,17,7.513.712,94 0,65
Del 01/07/1998 al 31/12/1998,242 1,61,10.673.348,84 0,92
Del 01/01/1999 al 30/06/1999,285 1,89,12.674.150,40 1,09
Del 01/07/1999 al 31/12/1999,293 1,94,14.305.252,57 1,23
Del 01/01/2000 al 30/06/2000,268 1,78,14.840.697,25 1,28
Del 01/07/2000 al 31/12/2000,229 1,52,13.487.801,35 1,16
Del 01/01/2001 al 30/06/2001,254 1,68,14.005.706,99 1,21
Del 01/07/2001 al 31/12/2001,386 2,56,23.640.955,98 2,04
