Cartera de préstamos hipotecarios al día 17/10/2005
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos
%,,Principal pendiente
(euros) %,,%Tipo*
interés,
2,00 - 2,49,38 0,25,,3.796.518,47 0,33,,2,40,
2,50 - 2,99,1.257 8,34,,128.931.809,10 11,11,,2,85,
3,00 - 3,49,8.284 54,94,,653.233.538,88 56,28,,3,20,
3,50 - 3,99,4.316 28,63,,300.847.841,49 25,92,,3,60,
4,00 - 4,49,765 5,07,,51.206.610,55 4,41,,4,07,
4,50 - 4,99,184 1,22,,11.684.585,79 1,01,,4,56,
5,00 - 5,49,167 1,11,,8.024.306,45 0,69,,5,04,
5,50 - 5,99,19 0,13,,800.937,12 0,07,,5,60,
6,00 - 6,49,32 0,21,,1.622.199,65 0,14,,6,01,
6,50 - 6,99,5 0,03,,226.183,59 0,02,,6,56,
7,00 - 7,49,5 0,03,,127.031,77 0,01,,7,00,
7,50 - 7,99,1 0,01,,17.466,58 0,00,,7,75,
8,00 - 8,49,3 0,02,,70.086,99 0,01,,8,00,
8,50 - 8,99,1 0,01,,26.549,85 0,00,,8,50,
Total 15.077 100,00 1.160.615.666,28 100,00,,,,,,
Media ponderada: 3,34 %
Media simple: 3,38 %
Mínimo: 2,20 %
Máximo: 8,50 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,Media ponderada:,,,,3,34,%
,Media simple:,,,,3,38,%
,Mínimo:,,,,2,20,%
,Máximo:,,,,8,50,%
