TAA 10%, fallid,,a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,,,,100.000,00
22/09/2006,0,00,918,75,918,75,0,00%,100,00%,100.000,00
22/12/2006,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2007,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2007,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2007,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2007,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2008,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/06/2008,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2008,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2008,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2009,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2009,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2009,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2009,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2010,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2010,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2010,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2010,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2011,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2011,300,68,796,31,1.096,99,0,30%,99,70%,99.699,32
22/09/2011,3.590,94,793,92,4.384,86,3,59%,96,11%,96.108,38
22/12/2011,3.477,17,757,00,4.234,17,3,48%,92,63%,92.631,21
22/03/2012,3.366,28,729,61,4.095,89,3,37%,89,26%,89.264,93
22/06/2012,3.257,88,710,83,3.968,71,3,26%,86,01%,86.007,05
