TAA 10%, fallid,,a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,100.000,00,,,100.000,00
22/09/2006,3.127,13,892,50,4.019,63,3,13%,96,87%,96.872,87
22/12/2006,3.289,85,740,99,4.030,84,3,29%,93,58%,93.583,02
22/03/2007,3.175,37,707,96,3.883,33,3,18%,90,41%,90.407,65
22/06/2007,3.118,81,699,13,3.817,94,3,12%,87,29%,87.288,84
22/09/2007,3.099,20,675,01,3.774,21,3,10%,84,19%,84.189,64
22/12/2007,2.997,77,643,97,3.641,74,3,00%,81,19%,81.191,87
22/03/2008,2.905,29,621,04,3.526,33,2,91%,78,29%,78.286,58
22/06/2008,2.815,54,605,40,3.420,94,2,82%,75,47%,75.471,04
22/09/2008,2.728,09,583,63,3.311,72,2,73%,72,74%,72.742,95
22/12/2008,2.643,55,556,41,3.199,96,2,64%,70,10%,70.099,40
22/03/2009,2.561,38,530,30,3.091,68,2,56%,67,54%,67.538,02
22/06/2009,2.481,71,522,28,3.003,99,2,48%,65,06%,65.056,31
22/09/2009,2.404,19,503,09,2.907,28,2,40%,62,65%,62.652,12
22/12/2009,2.329,21,479,23,2.808,44,2,33%,60,32%,60.322,91
22/03/2010,2.256,26,456,34,2.712,60,2,26%,58,07%,58.066,65
22/06/2010,2.185,36,449,04,2.634,40,2,19%,55,88%,55.881,29
22/09/2010,2.116,51,432,14,2.548,65,2,12%,53,76%,53.764,78
22/12/2010,2.049,70,411,25,2.460,95,2,05%,51,72%,51.715,08
22/03/2011,1.984,17,391,22,2.375,39,1,98%,49,73%,49.730,91
22/06/2011,1.905,58,384,57,2.290,15,1,91%,47,83%,47.825,33
22/09/2011,1.722,55,369,84,2.092,39,1,72%,46,10%,46.102,78
22/12/2011,1.667,98,352,64,2.020,62,1,67%,44,43%,44.434,80
22/03/2012,1.614,79,339,88,1.954,67,1,61%,42,82%,42.820,01
22/06/2012,1.562,79,331,13,1.893,92,1,56%,41,26%,41.257,22
22/09/2012,1.512,72,319,05,1.831,77,1,51%,39,74%,39.744,50
22/12/2012,1.464,20,304,01,1.768,21,1,46%,38,28%,38.280,30
22/03/2013,1.416,49,289,59,1.706,08,1,42%,36,86%,36.863,81
22/06/2013,1.370,41,285,07,1.655,48,1,37%,35,49%,35.493,40
22/09/2013,1.325,66,274,47,1.600,13,1,33%,34,17%,34.167,74
22/12/2013,1.282,45,261,35,1.543,80,1,28%,32,89%,32.885,29
22/03/2014,1.240,79,248,78,1.489,57,1,24%,31,64%,31.644,50
22/06/2014,1.200,78,244,71,1.445,49,1,20%,30,44%,30.443,72
22/09/2014,1.161,51,235,42,1.396,93,1,16%,29,28%,29.282,21
