TAA 10%, fallid,,a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,,,,100.000,00
22/09/2006,0,00,985,83,985,83,0,00%,100,00%,100.000,00
22/12/2006,0,00,845,79,845,79,0,00%,100,00%,100.000,00
22/03/2007,0,00,836,50,836,50,0,00%,100,00%,100.000,00
22/06/2007,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/09/2007,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/12/2007,0,00,845,79,845,79,0,00%,100,00%,100.000,00
22/03/2008,0,00,845,79,845,79,0,00%,100,00%,100.000,00
22/06/2008,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/09/2008,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/12/2008,0,00,845,79,845,79,0,00%,100,00%,100.000,00
22/03/2009,0,00,836,50,836,50,0,00%,100,00%,100.000,00
22/06/2009,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/09/2009,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/12/2009,0,00,845,79,845,79,0,00%,100,00%,100.000,00
22/03/2010,0,00,836,50,836,50,0,00%,100,00%,100.000,00
22/06/2010,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/09/2010,0,00,855,09,855,09,0,00%,100,00%,100.000,00
22/12/2010,0,00,845,79,845,79,0,00%,100,00%,100.000,00
22/03/2011,0,00,836,50,836,50,0,00%,100,00%,100.000,00
22/06/2011,522,98,855,09,1.378,07,0,52%,99,48%,99.477,02
22/09/2011,3.582,93,850,62,4.433,55,3,58%,95,89%,95.894,09
22/12/2011,3.469,41,811,07,4.280,48,3,47%,92,42%,92.424,68
22/03/2012,3.358,78,781,72,4.140,50,3,36%,89,07%,89.065,90
22/06/2012,3.250,62,761,59,4.012,21,3,25%,85,82%,85.815,28
22/09/2012,3.146,46,733,80,3.880,26,3,15%,82,67%,82.668,82
22/12/2012,3.045,55,699,21,3.744,76,3,05%,79,62%,79.623,27
22/03/2013,2.946,30,666,05,3.612,35,2,95%,76,68%,76.676,97
22/06/2013,2.850,45,655,66,3.506,11,2,85%,73,83%,73.826,52
22/09/2013,2.757,39,631,28,3.388,67,2,76%,71,07%,71.069,13
22/12/2013,2.667,51,601,10,3.268,61,2,67%,68,40%,68.401,62
22/03/2014,2.580,86,572,18,3.153,04,2,58%,65,82%,65.820,76
22/06/2014,2.497,63,562,83,3.060,46,2,50%,63,32%,63.323,13
22/09/2014,2.415,96,541,47,2.957,43,2,42%,60,91%,60.907,17
22/12/2014,2.337,25,515,15,2.852,40,2,34%,58,57%,58.569,92
22/03/2015,2.257,74,489,94,2.747,68,2,26%,56,31%,56.312,18
22/06/2015,2.177,51,481,52,2.659,03,2,18%,54,13%,54.134,67
22/09/2015,2.100,72,462,90,2.563,62,2,10%,52,03%,52.033,95
22/12/2015,2.027,36,440,10,2.467,46,2,03%,50,01%,50.006,59
22/03/2016,1.955,54,422,95,2.378,49,1,96%,48,05%,48.051,05
22/06/2016,1.890,72,410,88,2.301,60,1,89%,46,16%,46.160,33
22/09/2016,1.828,55,394,71,2.223,26,1,83%,44,33%,44.331,78
22/12/2016,1.768,03,374,96,2.142,99,1,77%,42,56%,42.563,75
22/03/2017,1.707,40,356,05,2.063,45,1,71%,40,86%,40.856,35
22/06/2017,1.648,39,349,36,1.997,75,1,65%,39,21%,39.207,96
22/09/2017,1.590,84,335,26,1.926,10,1,59%,37,62%,37.617,12
22/12/2017,1.536,02,318,16,1.854,18,1,54%,36,08%,36.081,10
22/03/2018,1.483,00,301,82,1.784,82,1,48%,34,60%,34.598,10
22/06/2018,1.432,62,295,84,1.728,46,1,43%,33,17%,33.165,48
22/09/2018,1.384,00,283,59,1.667,59,1,38%,31,78%,31.781,48
22/12/2018,1.336,85,268,81,1.605,66,1,34%,30,44%,30.444,63
22/03/2019,1.291,61,254,67,1.546,28,1,29%,29,15%,29.153,02
22/06/2019,1.247,10,249,28,1.496,38,1,25%,27,91%,27.905,92
22/09/2019,1.204,32,238,62,1.442,94,1,20%,26,70%,26.701,60
22/12/2019,1.163,05,225,84,1.388,89,1,16%,25,54%,25.538,55
22/03/2020,1.117,54,216,00,1.333,54,1,12%,24,42%,24.421,01
22/06/2020,1.065,99,208,82,1.274,81,1,07%,23,36%,23.355,02
22/09/2020,1.015,87,199,71,1.215,58,1,02%,22,34%,22.339,15
22/12/2020,971,57,188,94,1.160,51,0,97%,21,37%,21.367,58
22/03/2021,930,62,178,74,1.109,36,0,93%,20,44%,20.436,96
22/06/2021,20.436,96,174,75,20.611,71,20,44%,0,00%,0,00
22/09/2021,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2021,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2022,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2023,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2024,0,00,0,00,0,00,0,00%,0,00%,0,00
22/03/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/06/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/09/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
22/12/2025,0,00,0,00,0,00,0,00%,0,00%,0,00
,,,,,,
,100.000,00,34.608,35,134.608,35,,,
