TAA 12% , fallid,,a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,,,,100.000,00
22/09/2006,0,00,918,75,918,75,0,00%,100,00%,100.000,00
22/12/2006,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2007,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2007,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2007,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2007,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2008,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/06/2008,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2008,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2008,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2009,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2009,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2009,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2009,0,00,787,66,787,66,0,00%,100,00%,100.000,00
22/03/2010,0,00,779,00,779,00,0,00%,100,00%,100.000,00
22/06/2010,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/09/2010,0,00,796,31,796,31,0,00%,100,00%,100.000,00
22/12/2010,3.025,33,787,66,3.812,99,3,03%,96,97%,96.974,67
22/03/2011,3.987,79,755,43,4.743,22,3,99%,92,99%,92.986,88
22/06/2011,3.837,37,740,46,4.577,83,3,84%,89,15%,89.149,51
22/09/2011,3.692,66,709,91,4.402,57,3,69%,85,46%,85.456,85
22/12/2011,3.553,47,673,11,4.226,58,3,55%,81,90%,81.903,38
22/03/2012,3.418,83,645,12,4.063,95,3,42%,78,48%,78.484,55
22/06/2012,3.288,30,624,98,3.913,28,3,29%,75,20%,75.196,25
