TAA 12% , fallid,,l a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,,,,100.000,00
22/09/2006,0,00,1.437,92,1.437,92,0,00%,100,00%,100.000,00
22/12/2006,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2007,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2007,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2007,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2007,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2008,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/06/2008,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2008,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2008,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2009,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2009,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2009,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2009,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2010,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2010,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2010,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2010,3.241,55,1.237,60,4.479,15,3,24%,96,76%,96.758,45
22/03/2011,3.978,90,1.184,32,5.163,22,3,98%,92,78%,92.779,55
22/06/2011,3.828,81,1.160,86,4.989,67,3,83%,88,95%,88.950,74
22/09/2011,3.684,42,1.112,95,4.797,37,3,68%,85,27%,85.266,32
22/12/2011,3.545,56,1.055,26,4.600,82,3,55%,81,72%,81.720,76
22/03/2012,3.411,20,1.011,38,4.422,58,3,41%,78,31%,78.309,56
22/06/2012,3.280,97,979,81,4.260,78,3,28%,75,03%,75.028,59
