TAA 10%, fallid,,a partir del año, recuperación 83,66% un año más tarde.,,,,
Fecha de Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
09/06/2006,,,,,,100.000,00
22/09/2006,0,00,1.437,92,1.437,92,0,00%,100,00%,100.000,00
22/12/2006,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2007,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2007,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2007,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2007,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2008,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/06/2008,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2008,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2008,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2009,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2009,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2009,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2009,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2010,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2010,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/09/2010,0,00,1.251,20,1.251,20,0,00%,100,00%,100.000,00
22/12/2010,0,00,1.237,60,1.237,60,0,00%,100,00%,100.000,00
22/03/2011,0,00,1.224,00,1.224,00,0,00%,100,00%,100.000,00
22/06/2011,522,98,1.251,20,1.774,18,0,52%,99,48%,99.477,02
22/09/2011,3.582,93,1.244,66,4.827,59,3,58%,95,89%,95.894,09
22/12/2011,3.469,41,1.186,79,4.656,20,3,47%,92,42%,92.424,68
22/03/2012,3.358,78,1.143,85,4.502,63,3,36%,89,07%,89.065,90
22/06/2012,3.250,62,1.114,39,4.365,01,3,25%,85,82%,85.815,28
