Principal pendiente Préstamos
Importes en miles Porcentaje Nº. de Porcentaje
Comunidad Autónoma
salvo el total, en (%) préstamos (%)
euros
01 Andalucia 499.510,22 16,89 3.329 18,72
02 Aragon 64.348,11 2,17 368 2,06
03 Asturias 41.188,53 1,39 322 1,81
04 Baleares 102.359,79 3,46 550 3,09
05 Canarias 282.829,81 9,56 1.945 10,93
06 Cantabria 56.545,12 1,91 364 2,04
07 Castilla-La mancha 100.057,69 3,38 639 3,59
08 Castilla-Leon 141.114,55 4,77 1.017 5,71
09 Cataluña 509.812,75 17,24 2.585 14,53
10 Ceuta 1.567,45 0,05 14 0,07
11 Extremadura 33.914,26 1,14 304 1,70
12 Galicia 80.057,16 2,70 576 3,23
13 La Rioja 16.856,31 0,57 104 0,58
14 Madrid 466.701,21 15,78 2.206 12,40
15 Melilla 3.069,20 0,10 26 0,14
16 Murcia 73.931,24 2,50 520 2,92
17 Navarra 18.464,79 0,62 109 0,61
18 Pais Vasco 191.451,40 6,47 935 5,25
19 Valencia 272.616,06 9,22 1.869 10,51
TOTALES 2.956.395.725,76 100,00 17.782 100,00
