PRINCIPAL PENDIENTE DE LOS PRÉSTAMOS NO HIPOTECARIOS DESGLOSADOS
POR PROVINCIAS
Préstamos
Provincias Principal pendiente
Hipotecarios
(miles de euros
salvo el total) % nº %
01 ALAVA 70,09 0,07 4 0,07
02 ALBACETE 656,83 0,63 40 0,73
03 ALICANTE 6.565,40 6,25 429 7,83
04 ALMERIA 2.656,24 2,53 156 2,85
05 AVILA 80,82 0,08 5 0,09
06 BADAJOZ 543,54 0,52 38 0,69
07 BALEARES 6.628,80 6,31 296 5,41
08 BARCELONA 10.969,12 10,44 434 7,93
09 BURGOS 353,32 0,34 17 0,31
10 CACERES 420,76 0,40 31 0,57
11 CADIZ 2.198,97 2,09 136 2,48
12 CASTELLON 2.577,72 2,45 177 3,23
13 CIUDAD REAL 305,43 0,29 22 0,40
14 CORDOBA 1.414,38 1,35 84 1,53
15 LA CORUÑA 1.500,94 1,43 97 1,77
16 CUENCA 127,88 0,12 7 0,13
17 GIRONA 2.924,06 2,78 144 2,63
18 GRANADA 1.344,53 1,28 83 1,52
19 GUADALAJARA 178,44 0,17 7 0,13
20 GUIPUZCOA 458,79 0,44 18 0,33
21 HUELVA 1.353,14 1,29 89 1,63
22 HUESCA 221,59 0,21 14 0,26
23 JAEN 720,11 0,69 50 0,91
24 LEON 392,66 0,37 31 0,57
25 LERIDA 849,92 0,81 57 1,04
26 LA RIOJA 429,07 0,41 22 0,40
27 LUGO 135,74 0,13 11 0,20
28 MADRID 17.750,45 16,89 663 12,11
29 MALAGA 4.601,17 4,38 207 3,78
30 MURCIA 2.909,31 2,77 196 3,58
31 NAVARRA 765,76 0,73 35 0,64
32 ORENSE 350,54 0,33 24 0,44
33 ASTURIAS 2.597,81 2,47 182 3,32
34 PALENCIA 115,28 0,11 10 0,18
35 LAS PALMAS 7.473,83 7,11 390 7,12
36 PONTEVEDRA 1.369,28 1,31 78 1,43
37 SALAMANCA 163,58 0,16 13 0,24
38 TENERIFE 4.735,90 4,51 258 4,71
39 CANTABRIA 1.570,30 1,49 79 1,44
40 SEGOVIA 117,36 0,11 6 0,11
41 SEVILLA 3.502,30 3,33 211 3,85
42 SORIA 37,68 0,04 3 0,05
43 TARRAGONA 1.959,11 1,86 104 1,90
44 TERUEL 57,51 0,05 4 0,07
45 TOLEDO 1.221,44 1,16 79 1,44
46 VALENCIA 3.900,96 3,71 246 4,49
47 VALLADOLID 729,93 0,69 47 0,86
48 VIZCAYA 1.801,29 1,71 81 1,48
49 ZAMORA 81,3 0,08 6 0,11
50 ZARAGOZA 1.181,70 1,13 55 1,00
Totales: 105.072.074,80 100,00 5.476 100,00
