Préstamos
Intervalo Importes
Hipotecarios
(miles de euros salvo
(euros) el total en euros) % nº %
14.000,00 - 49.999,99 30.648,89 2,04 823 6,92
50.000,00 - 99.999,99 358.068,25 23,84 4.574 38,51
100.000,00 - 149.999,99 438.651,89 29,21 3.600 30,31
150.000,00 - 199.999,99 236.191,98 15,73 1.394 11,73
200.000,00 - 249.999,99 137.949,15 9,18 625 5,26
250.000,00 - 299.999,99 84.851,10 5,65 313 2,63
300.000,00 - 349.999,99 61.361,02 4,08 191 1,60
350.000,00 - 399.999,99 51.901,19 3,45 139 1,17
400.000,00 - 449.999,99 44.257,90 2,94 105 0,88
450.000,00 - 499.999,99 33.188,98 2,21 71 0,59
500.000,00 - 549.999,99 11.513,91 0,76 22 0,18
550.000,00 - 599.999,99 1.123,00 0,07 2 0,01
600.000,00 - 649.999,99 2.456,00 0,16 4 0,03
650.000,00 - 699.999,99 4.677,58 0,31 7 0,05
700.000,00 - 749.999,99 1.481,00 0,09 2 0,01
750.000,00 - 799.999,99 2.340,90 0,15 3 0,02
800.000,00 - 819.780,00 819,78 0,05 1 0,00
Totales: 1.501.482.578,30 100,00 11.876 100,00
