PRINCIPAL PENDIENTE DE LOS PRÉSTAMOS HIPOTECARIOS DESGLOSADOS POR
PROVINCIAS
Préstamos
Provincias Principal pendiente
Hipotecarios
(miles de euros
salvo el total) % nº %
01 ALAVA 1.164,58 0,08 9 0,07
02 ALBACETE 8.068,88 0,58 79 0,66
03 ALICANTE 64.740,52 4,65 702 5,91
04 ALMERIA 31.086,36 2,23 289 2,43
05 AVILA 1.772,10 0,12 16 0,13
06 BADAJOZ 8.173,55 0,58 110 0,92
07 BALEARES 67.247,60 4,83 487 4,10
08 BARCELONA 138.351,77 9,94 939 7,90
09 BURGOS 2.980,97 0,21 26 0,21
10 CACERES 4.984,47 0,35 67 0,56
11 CADIZ 43.874,54 3,15 448 3,77
12 CASTELLON 33.993,84 2,44 319 2,68
13 CIUDAD REAL 6.628,19 0,47 80 0,67
14 CORDOBA 18.323,83 1,31 199 1,67
15 LA CORUÑA 22.763,27 1,63 219 1,84
16 CUENCA 1.653,10 0,11 18 0,15
17 GERONA 37.683,42 2,70 287 2,41
18 GRANADA 19.995,64 1,43 195 1,64
19 GUADALAJARA 11.354,37 0,81 66 0,55
20 GUIPUZCOA 4.031,63 0,28 31 0,26
21 HUELVA 21.040,31 1,51 228 1,91
22 HUESCA 2.336,47 0,16 23 0,19
23 JAEN 8.508,32 0,61 108 0,90
24 LEON 4.887,92 0,35 62 0,52
25 LERIDA 8.937,95 0,64 92 0,77
26 LA RIOJA 3.478,25 0,25 36 0,30
27 LUGO 2.396,39 0,17 33 0,27
28 MADRID 237.921,90 17,10 1.571 13,22
29 MALAGA 117.340,06 8,43 810 6,82
30 MURCIA 26.267,42 1,88 283 2,38
31 NAVARRA 5.314,11 0,38 45 0,37
32 ORENSE 4.162,80 0,29 43 0,36
33 ASTURIAS 35.247,12 2,53 396 3,33
34 PALENCIA 1.783,16 0,12 20 0,16
35 LAS PALMAS 71.309,64 5,12 693 5,83
36 PONTEVEDRA 17.973,06 1,29 165 1,38
37 SALAMANCA 2.823,05 0,20 35 0,29
38 TENERIFE 37.359,70 2,68 398 3,35
39 CANTABRIA 16.774,09 1,20 144 1,21
40 SEGOVIA 2.235,41 0,16 16 0,13
41 SEVILLA 60.910,43 4,37 620 5,22
42 SORIA 290,61 0,02 4 0,03
43 TARRAGONA 30.038,74 2,15 232 1,95
44 TERUEL 364,44 0,02 3 0,02
45 TOLEDO 39.688,19 2,85 318 2,67
46 VALENCIA 54.337,04 3,90 510 4,29
47 VALLADOLID 10.394,36 0,74 112 0,94
48 VIZCAYA 24.970,02 1,79 176 1,48
49 ZAMORA 847,23 0,06 13 0,10
50 ZARAGOZA 12.359,05 0,88 101 0,85
Totales: 1.391.170.121,43 100,00 11.876 100,00
