FECHAS DE VENCIMIENTO DE LOS PRÉSTAMOS HIPOTECARIOS
Intervalo Principal pendiente Préstamos Hipotecarios
(miles de euros salvo el total en
euros) % nº %
5/12/2005 - 31/12/2005 0,22 0,00 1 0,00
1/01/2006 - 30/06/2006 12,59 0,00 8 0,06
1/07/2006 - 31/12/2006 23,85 0,00 6 0,05
1/01/2007 - 30/06/2007 81,94 0,00 12 0,10
1/07/2007 - 31/12/2007 136,07 0,00 18 0,15
1/01/2008 - 30/06/2008 215,22 0,01 18 0,15
1/07/2008 - 31/12/2008 644,00 0,04 51 0,42
1/01/2009 - 30/06/2009 639,02 0,04 37 0,31
1/07/2009 - 31/12/2009 190,46 0,01 12 0,10
1/01/2010 - 30/06/2010 214,07 0,01 10 0,08
1/07/2010 - 31/12/2010 86,30 0,00 5 0,04
1/01/2011 - 30/06/2011 125,85 0,00 7 0,05
1/07/2011 - 31/12/2011 133,97 0,00 5 0,04
1/01/2012 - 30/06/2012 1.055,47 0,07 19 0,15
1/07/2012 - 31/12/2012 140,13 0,01 5 0,04
1/01/2013 - 30/06/2013 1.122,05 0,08 27 0,22
1/07/2013 - 31/12/2013 1.726,49 0,12 62 0,52
1/01/2014 - 30/06/2014 2.151,83 0,15 57 0,47
1/07/2014 - 31/12/2014 1.869,81 0,13 19 0,15
1/01/2015 - 30/06/2015 4.421,44 0,31 81 0,68
1/07/2015 - 31/12/2015 0,00 0,00 0 0,00
1/01/2016 - 30/06/2016 414,84 0,02 5 0,04
1/07/2016 - 31/12/2016 459,29 0,03 2 0,01
1/01/2017 - 30/06/2017 2.886,76 0,20 36 0,30
1/07/2017 - 31/12/2017 133,57 0,00 3 0,02
1/01/2018 - 30/06/2018 1.036,51 0,07 14 0,11
1/07/2018 - 31/12/2018 437,35 0,03 7 0,05
1/01/2019 - 30/06/2019 2.000,89 0,14 30 0,25
1/07/2019 - 31/12/2019 1.948,83 0,14 21 0,17
1/01/2020 - 30/06/2020 15.466,12 1,11 197 1,65
1/07/2020 - 31/12/2020 376,68 0,02 3 0,02
1/01/2021 - 30/06/2021 804,90 0,05 7 0,05
1/07/2021 - 31/12/2021 247,52 0,01 4 0,03
1/01/2022 - 30/06/2022 1.427,76 0,10 14 0,11
1/07/2022 - 31/12/2022 776,97 0,05 7 0,05
1/01/2023 - 30/06/2023 3.144,85 0,22 36 0,30
1/07/2023 - 31/12/2023 1.396,42 0,10 10 0,08
1/01/2024 - 30/06/2024 2.776,33 0,19 31 0,26
1/07/2024 - 31/12/2024 10.322,64 0,74 77 0,64
1/01/2025 - 30/06/2025 37.477,98 2,69 367 3,09
1/07/2025 - 31/12/2025 165,22 0,01 2 0,01
1/01/2026 - 30/06/2026 1.038,60 0,07 9 0,07
1/07/2026 - 31/12/2026 814,32 0,05 4 0,03
1/01/2027 - 30/06/2027 3.642,59 0,26 28 0,23
1/07/2027 - 31/12/2027 981,36 0,07 7 0,05
1/01/2028 - 30/06/2028 4.103,69 0,29 29 0,24
1/07/2028 - 31/12/2028 2.095,05 0,15 14 0,11
1/01/2029 - 30/06/2029 7.088,80 0,50 60 0,50
1/07/2029 - 31/12/2029 18.202,26 1,30 133 1,11
1/01/2030 - 30/06/2030 58.441,05 4,20 491 4,13
1/07/2030 - 31/12/2030 1.133,29 0,08 9 0,07
1/01/2031 - 30/06/2031 1.549,44 0,11 14 0,11
1/07/2031 - 31/12/2031 1.828,75 0,13 20 0,16
1/01/2032 - 30/06/2032 5.783,46 0,41 39 0,32
1/07/2032 - 31/12/2032 2.838,78 0,20 24 0,20
1/01/2033 - 30/06/2033 13.306,87 0,95 117 0,98
1/07/2033 - 31/12/2033 35.570,16 2,55 308 2,59
1/01/2034 - 30/06/2034 77.581,66 5,57 641 5,39
1/07/2034 - 31/12/2034 148.742,57 10,69 1.086 9,14
1/01/2035 - 30/06/2035 405.830,17 29,17 3.144 26,47
1/07/2035 - 31/12/2035 3.099,66 0,22 30 0,25
1/01/2036 - 30/06/2036 9.370,30 0,67 80 0,67
1/07/2036 - 31/12/2036 5.389,77 0,38 55 0,46
1/01/2037 - 30/06/2037 11.353,91 0,81 90 0,75
1/07/2037 - 31/12/2037 6.895,09 0,49 60 0,50
1/01/2038 - 30/06/2038 14.084,69 1,01 126 1,06
1/07/2038 - 31/12/2038 6.614,51 0,47 56 0,47
1/01/2039 - 30/06/2039 60.983,91 4,38 571 4,80
1/07/2039 - 31/12/2039 121.336,48 8,72 1.152 9,70
1/01/2040 - 5/06/2040 262.776,37 18,88 2.146 18,07
Totales: 1.391.170.121,43 100,00 11.876 100,00
