Elab,,2006,
,,,
,,,
,EMISIÓN Madrid RMBS II, FTA
(División por Localización Geográfica de la Garantía),,
,,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
PROVINCIA SALDO Min. TIPO Máx. TIPO
NUM SALDO ACTUAL EUROS PONDERADO PONDERADO PONDERADO POR
GARANTÍA ACTUAL % ACTUAL ACTUAL
POR SALDO POR SALDO SALDO ACTUAL
INICIAL (meses) ACTUAL (meses),,
,A CORUÑA 8 2 12.066.994,64 0,58 351 333 4,090 2,500 5,539
ALAVA 3 2 6.117.389,31 0,29 361 334 4,120 3,705 4,721
ALBACETE 4 1 5.045.074,82 0,24 314 294 4,780 4,105 5,865
ALICANTE 2 14 27.439.581,42 1,32 328 308 4,590 3,250 5,750
ALMERIA 1 7 2.315.966,60 0,11 317 297 4,370 3,855 5,401
ASTURIAS 7 6 9.541.203,92 0,46 341 318 4,330 3,655 5,750
AVILA 2 7 3.182.684,95 0,15 323 301 4,520 3,821 5,750
BADAJOZ 2 3 2.233.943,56 0,11 318 301 4,470 3,500 5,615
BALEARES 9 0 16.571.803,02 0,80 345 327 4,380 3,250 5,750
BARCELONA 9 09 194.974.341,38 9,40 355 336 4,270 3,250 5,750
BURGOS 3 8 6.285.838,84 0,30 350 334 4,500 3,600 5,401
CACERES 2 1 1.860.873,40 0,09 327 307 4,660 4,105 5,615
CADIZ 7 8 9.937.172,50 0,48 313 292 4,520 3,605 5,750
CANTABRIA 1 35 19.298.416,23 0,93 354 333 4,170 3,000 5,500
CASTELLON 7 2 8.492.492,20 0,41 316 295 4,720 3,000 5,715
CEUTA 7 2 5.388.267,10 0,26 280 251 4,880 3,805 5,750
CIUDAD REAL 1 01 9.268.518,28 0,45 288 267 4,610 3,705 5,750
CORDOBA 4 6 4.603.123,28 0,22 313 282 4,720 3,250 5,750
CUENCA 2 3 2.165.116,80 0,10 301 279 5,050 4,215 5,750
GIRONA 1 35 21.249.277,26 1,02 339 320 4,630 3,250 5,750
GRANADA 3 3 5.003.798,09 0,24 268 250 4,580 3,671 5,615
GUADALAJARA 1 62 32.378.940,14 1,56 339 322 4,470 3,250 5,750
GUIPUZCOA 2 4 6.430.620,52 0,31 390 373 4,030 3,500 4,365
HUELVA 2 5 2.863.110,48 0,14 307 286 4,540 4,058 5,750
HUESCA 1 9 2.217.031,73 0,11 330 302 4,100 3,821 4,465
JAEN 7 567.080,87 0,03 311 280 4,400 3,605 5,500
LA RIOJA 4 8 7.352.879,57 0,35 355 338 4,390 3,721 5,401
LAS PALMAS 6 1 8.572.319,07 0,41 321 300 4,470 3,500 5,750
LEON 1 4 1.338.165,71 0,06 315 286 4,440 3,855 5,615
LLEIDA 2 0 3.396.886,82 0,16 312 292 4,470 4,105 5,215
LUGO 1 0 946.976,83 0,05 313 291 4,190 3,858 4,615
MADRID 6 .928 1.394.634.995,53 67,25 351 331 4,490 2,700 5,750
MALAGA 1 07 20.371.203,15 0,98 331 313 4,260 3,250 5,539
MURCIA 7 3 9.308.217,59 0,45 308 286 4,690 3,500 5,615
NAVARRA 4 7 8.375.455,11 0,40 362 343 4,250 3,705 5,151
ORENSE 2 217.059,73 0,01 360 335 4,380 4,189 4,815
PALENCIA 2 3 2.408.895,48 0,12 338 318 4,300 3,908 4,789
PONTEVEDRA 4 4 6.666.295,54 0,32 351 331 4,180 3,605 4,750
SALAMANCA 1 9 2.847.018,64 0,14 325 303 4,170 3,621 5,715
SANTA CRUZ 3 9 5.427.922,78 0,26 329 310 4,450 2,500 5,401
SEGOVIA 3 5 4.497.752,93 0,22 316 292 4,380 3,855 5,625
SEVILLA 1 75 23.639.724,06 1,14 332 311 4,440 3,250 5,750
SORIA 1 4 1.760.835,56 0,08 337 319 4,450 4,205 4,875
TARRAGONA 1 13 19.034.941,18 0,92 334 313 4,400 3,721 5,500
TERUEL 3 457.065,83 0,02 320 292 4,120 4,001 4,289
TOLEDO 2 46 42.187.795,45 2,03 339 321 4,510 3,625 5,750
VALENCIA 2 67 33.223.737,92 1,60 332 310 4,470 3,605 5,715
VALLADOLID 6 5 9.159.106,53 0,44 341 321 4,130 3,500 5,401
VIZCAYA 1 24 23.648.226,74 1,14 367 345 4,080 2,900 5,615
ZAMORA 4 487.838,04 0,02 318 298 4,500 4,058 5,250
ZARAGOZA 1 69 26.232.202,42 1,26 354 333 4,190 3,250 5,105,,
,TOTALES 11.152 2 .073.692.179,55 100 348 328 4,450 2,500 5,865,,
82,,,
