Cartera de préstamos hipotecarios al día 05.02.2009
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,5.216 20,09,492.442.142,75 19,17
Aragón,2.640 10,17,272.528.828,80 10,61
Asturias,1.461 5,63,134.262.582,70 5,23
Baleares,267 1,03,41.057.771,41 1,60
Canarias,117 0,45,13.042.093,49 0,51
Cantabria,13 0,05,2.002.428,24 0,08
Cataluña,433 1,67,55.935.853,88 2,18
País Vasco,709 2,73,88.741.673,89 3,46
Extremadura,201 0,77,15.715.463,70 0,61
Galicia,116 0,45,12.009.237,06 0,47
Castilla-León,1.212 4,67,93.945.537,88 3,66
Madrid,612 2,36,62.088.603,83 2,42
Castilla La Mancha,2.847 10,97,207.591.023,77 8,08
Murcia,300 1,16,28.056.830,02 1,09
Navarra,2.181 8,40,240.414.295,87 9,36
La Rioja,446 1,72,49.453.468,05 1,93
Comunidad Valenciana,7.187 27,69,758.884.868,34 29,55
Total 25.958 100,00 2.568.172.703,68 100,00,,
