Cartera de préstamos hipotecarios al día 05.02.2009
Clasificación por Deudor,,
,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Deudor 1,3 0,012,725.568,90 0,028
Deudor 2,2 0,008,719.580,65 0,028
Deudor 3,2 0,008,578.282,26 0,023
Deudor 4,1 0,004,495.172,15 0,019
Deudor 5,1 0,004,494.556,09 0,019
Deudor 6,1 0,004,493.293,09 0,019
Deudor 7,1 0,004,491.152,83 0,019
Deudor 8,2 0,008,488.215,18 0,019
Deudor 9,1 0,004,485.512,10 0,019
Deudor 10,1 0,004,480.331,44 0,019
Resto: 25.760 deudores,25.943 99,942,2.562.721.038,99 99,788
Total deudores: 25.770 25.958 100,00 2.568.172.703,68 100,00,,
