Cartera de préstamos hipotecarios al día 05.02.2009
Clasificación por periodo de carencia de amortización del principal,,
Vencimiento del periodo de
carencia de principal,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Sin Carencia,25.863 99,63,2.550.021.162,75 99,29
Del 01/01/2009 al 31/03/2009,13 0,05,2.965.997,10 0,12
Del 01/04/2009 al 30/06/2009,23 0,09,4.048.299,41 0,16
Del 01/07/2009 al 30/09/2009,19 0,07,4.081.638,47 0,16
Del 01/10/2009 al 31/12/2009,7 0,03,1.189.851,05 0,05
Del 01/01/2010 al 31/03/2010,11 0,04,2.088.573,00 0,08
Del 01/04/2010 al 30/06/2010,9 0,03,1.543.515,00 0,06
Del 01/07/2010 al 30/09/2010,8 0,03,1.408.600,00 0,05
Del 01/10/2010 al 31/12/2010,2 0,01,321.416,90 0,01
Del 01/01/2011 al 31/03/2011,2 0,01,310.000,00 0,01
Del 01/10/2011 al 31/12/2011,1 0,00,193.650,00 0,01
Total 25.958 100,00 2.568.172.703,68 100,00,,
