Cartera de préstamos hipotecarios al día 05.02.2009
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,
50.000,00 -74.999,99,4.944 19,05,308.634.815,31 12,02,
75.000,00 -99.999,99,4.525 17,43,395.904.072,82 15,42,
100.000,00 -124.999,99,3.690 14,22,415.061.925,39 16,16,
125.000,00 -149.999,99,2.812 10,83,386.124.992,92 15,04,
150.000,00 -174.999,99,1.785 6,88,288.271.706,89 11,22,
175.000,00 -199.999,99,1.075 4,14,200.505.947,82 7,81,
200.000,00 -224.999,99,540 2,08,114.262.305,39 4,45,
225.000,00 -249.999,99,346 1,33,81.858.279,64 3,19,
250.000,00 -274.999,99,212 0,82,55.460.848,37 2,16,
275.000,00 -299.999,99,149 0,57,42.851.955,48 1,67,
300.000,00 -324.999,99,75 0,29,23.334.746,31 0,91,
325.000,00 -349.999,99,52 0,20,17.545.935,50 0,68,
350.000,00 -374.999,99,37 0,14,13.344.475,14 0,52,
375.000,00 -399.999,99,21 0,08,8.171.980,59 0,32,
400.000,00 -424.999,99,11 0,04,4.484.575,92 0,17,
425.000,00 -449.999,99,12 0,05,5.257.664,40 0,20,
450.000,00 -474.999,99,13 0,05,6.026.401,96 0,23,
475.000,00 -499.999,99,10 0,04,4.853.415,47 0,19,
Total 25.958 100,00 2.568.172.703,68 100,00,,,
,Principal medio:,98.935,69,
,Principal mínimo:,248,73,
,Principal máximo:,495.172,15,
