Cartera de préstamos hipotecarios al día 05.02.2009
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
01/01/1994 a 30/06/1994,2 0,01,79.127,61 0,00
01/01/1995 a 30/06/1995,1 0,00,19.152,59 0,00
01/01/1996 a 30/06/1996,2 0,01,33.577,17 0,00
01/07/1996 a 31/12/1996,1 0,00,197.886,57 0,01
01/01/1997 a 30/06/1997,5 0,02,188.307,70 0,01
01/07/1997 a 31/12/1997,3 0,01,128.336,45 0,00
01/01/1998 a 30/06/1998,10 0,04,409.344,87 0,02
01/07/1998 a 31/12/1998,5 0,02,188.616,73 0,01
01/01/1999 a 30/06/1999,71 0,27,3.281.472,98 0,13
01/07/1999 a 31/12/1999,70 0,27,4.107.616,58 0,16
01/01/2000 a 30/06/2000,111 0,43,5.981.803,79 0,23
01/07/2000 a 31/12/2000,159 0,61,8.955.818,29 0,35
01/01/2001 a 30/06/2001,246 0,95,13.951.217,05 0,54
01/07/2001 a 31/12/2001,419 1,61,23.194.362,00 0,90
01/01/2002 a 30/06/2002,393 1,51,22.449.114,89 0,87
01/07/2002 a 31/12/2002,546 2,10,34.831.158,35 1,36
01/01/2003 a 30/06/2003,730 2,81,51.214.769,99 1,99
01/07/2003 a 31/12/2003,826 3,18,59.831.825,97 2,33
01/01/2004 a 30/06/2004,920 3,54,71.625.479,57 2,79
01/07/2004 a 31/12/2004,1.319 5,08,106.285.307,13 4,14
01/01/2005 a 30/06/2005,1.620 6,24,140.100.644,86 5,46
01/07/2005 a 31/12/2005,1.884 7,26,165.728.556,34 6,45
01/01/2006 a 30/06/2006,2.154 8,30,201.218.320,36 7,84
01/07/2006 a 31/12/2006,2.480 9,55,257.733.257,31 10,04
01/01/2007 a 30/06/2007,3.300 12,71,372.453.720,76 14,50
01/07/2007 a 31/12/2007,3.218 12,40,373.981.167,76 14,56
01/01/2008 a 30/06/2008,4.218 16,25,504.309.249,33 19,64
01/07/2008 a 31/12/2008,1.245 4,80,145.693.490,68 5,67
Total 25.958 100,00 2.568.172.703,68 100,00,,
29,13 Meses Antigüedad media ponderada
179,05 Meses Antigüedad máxima
4,21 Meses Antigüedad mínima,,
