Elaborado con datos a 28/06/2007,
,CARTERA AUDITADA DERECHOS DE CRÉDITO TDA 29, F.T.A.
(División por Vencimiento Residual)
,
,VENCIMIENTO
VENCIMIENTO VENCIMIENTO INICIAL RESIDUAL TIPO ACTUAL
SALDO Min. TIPO Máx. TIPO
RESIDUAL NUM SALDO ACTUAL EUROS PONDERADO POR PONDERADO POR PONDERADO POR
ACTUAL % ACTUAL ACTUAL
MESES SALDO INICIAL (meses) SALDO ACTUAL SALDO ACTUAL
(meses)
,0,00 - 12,00 9 5 .631,07 0,00 29 4 4,470 4,449 5,250
12,00 - 24,00 4 4 4.445,37 0,00 85 20 4,400 3,500 5,306
24,00 - 36,00 7 1 79.323,35 0,02 94 30 4,350 4,008 4,950
36,00 - 48,00 17 7 29.708,62 0,08 80 44 4,570 3,906 5,603
48,00 - 60,00 26 7 59.609,86 0,09 122 53 4,790 4,000 5,500
60,00 - 72,00 46 1.997.744,42 0,22 143 66 5,010 4,000 6,250
72,00 - 84,00 42 2.023.622,95 0,23 141 78 4,780 3,900 5,750
84,00 - 96,00 56 2.610.031,98 0,29 150 89 4,760 3,971 5,864
96,00 - 108,00 69 5.621.237,77 0,63 140 102 4,730 3,965 6,000
108,00 - 120,00 98 6.121.213,07 0,68 158 113 4,540 3,000 6,000
120,00 - 132,00 116 8.117.764,74 0,91 180 126 4,750 3,555 6,000
132,00 - 144,00 87 6.473.789,72 0,72 185 138 4,840 3,500 5,794
144,00 - 156,00 91 7.734.029,53 0,87 190 149 4,710 3,508 5,750
156,00 - 168,00 152 15.769.198,47 1,76 187 163 4,730 3,708 6,250
168,00 - 180,00 131 12.591.931,13 1,41 197 172 4,450 3,250 5,953
180,00 - 192,00 70 6.871.757,50 0,77 233 186 4,810 3,100 5,564
192,00 - 204,00 64 6.985.728,92 0,78 234 198 4,750 3,400 5,853
204,00 - 216,00 115 15.580.816,34 1,74 240 210 4,710 3,458 6,056
216,00 - 228,00 292 35.813.167,99 4,01 245 223 4,720 3,571 5,956
228,00 - 240,00 265 31.663.141,58 3,54 253 232 4,460 2,700 6,103
240,00 - 252,00 129 15.164.023,36 1,70 284 245 4,780 3,750 5,738
252,00 - 264,00 116 18.263.961,69 2,04 289 257 4,730 3,420 7,606
264,00 - 276,00 218 34.348.427,31 3,84 298 270 4,650 3,758 5,914
276,00 - 288,00 405 63.003.856,80 7,05 301 282 4,720 3,650 6,103
288,00 - 300,00 363 58.463.495,01 6,54 303 291 4,400 3,100 5,853
300,00 - 312,00 42 7.069.483,54 0,79 332 306 4,560 2,950 5,753
312,00 - 324,00 88 14.437.488,82 1,62 348 319 4,630 2,950 5,514
324,00 - 336,00 276 47.474.284,99 5,31 359 331 4,590 3,500 5,414
336,00 - 348,00 1.018 172.122.351,21 19,26 360 343 4,660 3,000 6,003
348,00 - 360,00 948 169.333.326,43 18,95 361 351 4,250 2,950 5,653
360,00 - 372,00 8 1.683.860,85 0,19 383 365 4,680 4,265 5,353
372,00 - 384,00 4 6 59.804,85 0,07 387 375 4,450 3,750 5,106
384,00 - 396,00 8 1.305.732,96 0,15 404 389 4,640 4,250 5,140
396,00 - 408,00 86 15.612.722,77 1,75 421 404 4,590 2,900 5,314
408,00 - 420,00 74 12.955.065,15 1,45 421 411 4,410 3,650 5,171
420,00 - 432,00 4 7 75.062,41 0,09 440 425 4,190 3,750 4,844
432,00 - 444,00 4 8 94.228,39 0,10 451 439 4,710 4,549 4,964
444,00 - 456,00 2 3 69.689,92 0,04 468 451 4,580 4,449 4,714
456,00 - 468,00 311 58.030.033,66 6,49 481 464 4,630 3,854 6,050
468,00 - 480,00 184 33.977.831,13 3,80 481 470 4,470 3,550 5,950
,TOTALES 6 .045 893.638.625,63 100 334,39 314,68 4,550 2,700 7,606
67
83,
