Elaborado con datos a 12/06/2007,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA 28, FTA
(División por Tipo de Referencia)
,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL TIPO DIFERENCIAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
TIPO REFERENCIA Y DIFERENCIAL NUM PONDERADO POR PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses)
,TOTALES EURIBOR UN AÑO 3.467 441.198.745,10 82,76 405 385 4,990 1,12 3,800 6,753
0,50 - 1,00 777 95.414.501,80 17,90 380 346 4,640 0,74 3,800 5,950
1,00 - 1,50 2.217 328.390.367,31 61,60 413 397 5,030 1,19 3,900 5,950
1,50 - 2,00 41 4.230.831,98 0,79 375 360 5,530 1,58 4,808 6,153
2,00 - 2,50 415 12.771.352,46 2,40 392 382 6,240 2,21 4,950 6,603
2,50 - 3,00 17 391.691,55 0,07 375 359 6,610 2,50 6,364 6,753
TOTALES IRPH CAJAS 712 48.766.255,19 9,15 333 268 4,730 0,12 3,880 5,460
0,00 - 0,50 709 48.643.964,87 9,13 333 268 4,730 0,12 3,880 5,460
0,50 - 1,00 3 122.290,32 0,02 330 259 4,820 0,50 4,700 5,160
TOTALES IRPH ENTIDADES 407 43.103.693,02 8,09 410 399 5,250 0,48 4,000 6,658
0,00 - 0,50 164 21.527.423,58 4,04 414 401 5,030 0,27 4,000 5,425
0,50 - 1,00 140 18.782.854,70 3,52 406 396 5,380 0,61 4,250 5,950
1,00 - 1,50 67 2.014.056,43 0,38 409 398 5,910 1,16 4,950 6,425
1,50 - 2,00 36 779.358,31 0,15 422 414 6,470 1,55 6,250 6,658
,TOTALES 4.586 533.068.693,31 100,00 399 376 4,990 3,800 6,753
75,
