Elaborad,
,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA 28, FTA
(División por Saldo Actual)
,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO SALDO ACTUAL Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % MEDIO ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses)
,0,00 - 15.000,00 104 969.327,38 0,18 354 343 6,200 9.320,46 3,970 6,658
15.000,00 - 30.000,00 376 8.947.084,91 1,68 337 304 5,590 23.795,44 3,958 6,753
30.000,00 - 45.000,00 544 20.754.708,19 3,89 335 303 5,470 38.152,04 3,900 6,753
45.000,00 - 60.000,00 326 16.802.638,15 3,15 308 260 4,970 51.541,83 3,900 6,603
60.000,00 - 75.000,00 288 19.398.737,15 3,64 330 276 4,800 67.356,73 3,800 6,414
75.000,00 - 90.000,00 290 23.818.248,63 4,47 339 291 4,790 82.131,89 4,000 6,450
90.000,00 - 105.000,00 278 27.213.562,05 5,11 365 328 4,860 97.890,51 3,880 5,753
105.000,00 - 120.000,00 281 31.706.990,34 5,95 387 357 4,910 112.836,26 3,880 6,008
120.000,00 - 135.000,00 301 38.280.728,90 7,18 397 372 4,960 127.178,50 3,950 6,003
135.000,00 - 150.000,00 287 40.828.937,87 7,66 410 388 5,000 142.261,11 3,950 6,258
150.000,00 - 165.000,00 285 44.813.035,40 8,41 413 395 5,060 157.238,72 4,000 5,758
165.000,00 - 180.000,00 294 50.711.196,85 9,51 411 396 5,040 172.487,06 3,900 5,758
180.000,00 - 195.000,00 260 48.662.055,05 9,13 412 399 5,030 187.161,75 3,950 5,758
195.000,00 - 210.000,00 196 39.521.132,80 7,41 421 407 5,020 201.638,43 4,050 5,703
210.000,00 - 225.000,00 143 31.019.164,20 5,82 435 420 4,970 216.917,23 4,058 5,758
225.000,00 - 240.000,00 92 21.394.577,75 4,01 434 421 4,860 232.549,76 4,050 5,556
240.000,00 - 255.000,00 70 17.306.232,03 3,25 441 428 4,880 247.231,89 4,058 5,725
255.000,00 - 270.000,00 48 12.565.513,87 2,36 444 433 4,940 261.781,54 4,250 5,603
270.000,00 - 285.000,00 40 11.048.912,42 2,07 454 440 4,870 276.222,81 4,000 5,503
285.000,00 - 300.000,00 24 7.018.583,00 1,32 419 406 4,900 292.440,96 4,500 5,314
300.000,00 - 315.000,00 17 5.157.264,21 0,97 417 398 4,760 303.368,48 3,900 5,353
315.000,00 - 330.000,00 9 2.891.178,68 0,54 426 411 4,660 321.242,08 4,464 4,921
330.000,00 - 345.000,00 4 1.344.737,55 0,25 429 419 4,710 336.184,39 4,100 5,353
345.000,00 - 360.000,00 6 2.113.436,69 0,40 376 358 4,820 352.239,45 3,958 5,253
360.000,00 - 375.000,00 9 3.279.823,00 0,62 446 434 4,930 364.424,78 4,664 5,353
375.000,00 - 390.000,00 9 3.443.114,74 0,65 395 376 4,730 382.568,30 4,000 5,253
390.000,00 - 405.000,00 3 1.195.131,50 0,22 429 417 4,770 398.377,17 4,694 4,906
405.000,00 - 420.000,00 1 416.640,00 0,08 421 412 4,840 416.640,00 4,844 4,844
435.000,00 - 450.000,00 1 446.000,00 0,08 361 348 5,250 446.000,00 5,253 5,253
,TOTALES 4.586 533.068.693,31 100,00 399 376 4,990 116.238,27 3,800 6,753
73,
