Elaborad,,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA 28, FTA
(División por Vencimiento Residual),
,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
VENCIMIENTO SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR PONDERADO POR
RESIDUAL MESES EUROS ACTUAL % ACTUAL ACTUAL
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL
(meses) (meses),
,15,00 - 30,00 1 25.589,24 0,00 86 25 4,850 4,850 4,850
30,00 - 45,00 10 517.003,35 0,10 67 36 4,880 4,150 5,210
45,00 - 60,00 23 867.108,47 0,16 117 54 4,630 4,080 5,170
60,00 - 75,00 14 457.123,93 0,09 126 64 4,610 4,150 5,153
75,00 - 90,00 28 962.324,41 0,18 144 83 4,700 4,080 5,250
90,00 - 105,00 39 1.969.652,50 0,37 153 98 4,650 3,900 6,171
105,00 - 120,00 70 2.785.623,12 0,52 175 112 4,780 4,050 6,503
120,00 - 135,00 44 2.037.680,17 0,38 181 125 4,500 3,900 5,103
135,00 - 150,00 28 1.657.379,94 0,31 203 142 4,570 4,080 5,250
150,00 - 165,00 60 3.443.553,12 0,65 218 159 4,690 4,050 6,106
165,00 - 180,00 135 8.238.510,57 1,55 230 173 4,850 4,000 6,503
180,00 - 195,00 78 5.636.823,34 1,06 242 186 4,650 3,970 5,500
195,00 - 210,00 38 2.718.192,86 0,51 255 202 4,720 3,800 5,403
210,00 - 225,00 70 4.957.065,78 0,93 274 218 4,740 3,900 6,364
225,00 - 240,00 144 13.243.948,81 2,48 279 232 4,750 3,950 6,414
240,00 - 255,00 75 6.552.188,56 1,23 299 247 4,640 3,880 5,310
255,00 - 270,00 49 4.338.128,53 0,81 310 263 4,800 4,000 5,950
270,00 - 285,00 76 7.686.310,16 1,44 332 279 4,740 3,930 6,171
285,00 - 300,00 300 26.957.779,10 5,06 344 292 4,840 3,900 6,450
300,00 - 315,00 183 17.926.335,15 3,36 357 305 4,560 3,880 6,356
315,00 - 330,00 111 13.097.744,61 2,46 354 322 4,870 4,000 6,475
330,00 - 345,00 197 22.553.361,59 4,23 360 338 5,120 3,958 6,753
345,00 - 360,00 819 93.656.635,31 17,57 362 351 5,220 4,000 6,753
360,00 - 375,00 129 19.425.997,15 3,64 387 369 5,080 4,000 6,171
375,00 - 390,00 63 8.402.810,92 1,58 401 381 5,060 4,050 6,753
390,00 - 405,00 34 4.729.786,77 0,89 428 398 4,870 4,080 5,508
405,00 - 420,00 307 38.817.087,60 7,28 427 411 5,100 4,000 6,508
420,00 - 435,00 77 10.494.807,18 1,97 464 426 4,730 3,930 6,444
435,00 - 450,00 652 81.248.374,18 15,24 461 446 5,110 3,900 6,575
450,00 - 465,00 273 37.527.018,48 7,04 469 455 4,980 4,058 6,753
465,00 - 480,00 456 89.439.948,41 16,78 480 470 4,910 4,000 5,503
480,00 - 495,00 3 696.800,00 0,13 494 482 4,670 4,464 5,171,
,TOTALES 4.586 533.068.693,31 100,00 399 376 4,990 3,800 6,753,
76,,
