AyT Goya Hipotecario III, FTA
Distribución geográfica por provincia domicilio del Deudor
Provincia Número % sobre total Saldo % Saldo Saldo Vivo Tipo de interés Vida residual años Antigüedad años Saldo Inicial Plazo Total años
Deudor Préstamos préstamos Vivo Vivo Medio Medio ponder. Media ponder. Media ponder media ponder

A Coruña 317 1,11% 39.556.870,23 0,94% 124.785,08 1,78% 24,44 1,91 43.111.717,72 26,35
Alava 88 0,31% 12.045.974,08 0,29% 136.886,07 1,76% 24,75 2,24 13.811.750,56 26,99
Albacete 125 0,44% 15.370.842,88 0,37% 122.966,74 1,75% 23,40 1,90 16.865.384,59 25,30
Alicante 1.224 4,29% 148.583.029,86 3,54% 121.391,36 1,84% 24,70 2,14 162.735.337,66 26,84
Almería 135 0,47% 17.994.940,48 0,43% 133.295,86 1,86% 22,62 2,28 19.582.229,41 24,90
Asturias 258 0,90% 28.847.087,12 0,69% 111.810,42 1,78% 23,54 1,81 31.279.654,10 25,34
Avila 38 0,13% 4.439.840,55 0,11% 116.837,91 1,77% 22,60 1,67 4.792.111,19 24,26
Badajoz 66 0,23% 7.778.260,63 0,19% 117.852,43 1,81% 25,83 1,70 8.309.105,23 27,53
Baleares 1.494 5,24% 242.844.634,57 5,79% 162.546,61 1,77% 24,84 1,95 260.117.855,71 26,79
Barcelona 3.558 12,47% 618.537.093,99 14,76% 173.844,04 1,78% 26,16 1,74 664.453.311,17 27,90
Burgos 116 0,41% 14.746.944,43 0,35% 127.128,83 1,76% 24,44 1,60 15.958.563,65 26,05
Cáceres 72 0,25% 7.536.177,06 0,18% 104.669,13 1,76% 24,90 2,05 8.131.172,81 26,94
Cádiz 634 2,22% 85.332.069,87 2,04% 134.593,17 1,81% 25,11 1,93 91.343.492,30 27,04
Cantabria 299 1,05% 40.683.381,65 0,97% 136.064,82 1,82% 25,34 1,89 44.120.007,27 27,23
Castellón 297 1,04% 36.766.675,58 0,88% 123.793,52 1,75% 25,25 1,70 39.181.462,52 26,96
Ceuta 5 0,02% 724.788,32 0,02% 144.957,66 1,72% 25,69 2,19 765.084,42 27,88
Ciudad real 87 0,30% 9.699.397,71 0,23% 111.487,33 1,81% 24,61 2,04 10.431.539,89 26,65
Córdoba 326 1,14% 47.108.344,27 1,12% 144.504,12 1,79% 24,85 1,64 50.574.114,89 26,49
Cuenca 128 0,45% 15.310.588,60 0,37% 119.613,97 1,87% 25,25 2,00 16.635.468,26 27,25
Gerona 464 1,63% 66.813.797,54 1,59% 143.995,25 1,81% 26,08 1,67 71.347.237,42 27,76
Granada 844 2,96% 102.128.375,91 2,44% 121.005,18 1,80% 24,92 1,65 109.072.191,59 26,57
Guadalajara 131 0,46% 18.928.678,14 0,45% 144.493,73 1,72% 25,94 1,77 20.223.525,86 27,71
Guipúzcoa 144 0,50% 23.006.446,79 0,55% 159.766,99 1,75% 26,19 1,58 24.577.978,93 27,77
Huelva 190 0,67% 23.412.116,61 0,56% 123.221,67 1,84% 26,02 2,04 24.977.646,94 28,06
Huesca 116 0,41% 13.429.270,06 0,32% 115.769,57 1,78% 24,68 1,90 14.439.769,66 26,58
Jaén 104 0,36% 11.662.245,49 0,28% 112.136,98 1,80% 24,44 1,57 12.473.166,19 26,01
La Rioja 115 0,40% 13.165.708,83 0,31% 114.484,42 1,74% 24,02 1,79 14.281.486,52 25,80
Las Palmas 1.385 4,85% 184.229.534,40 4,40% 133.017,71 1,83% 26,22 2,18 198.405.254,66 28,40
León 165 0,58% 17.208.612,28 0,41% 104.294,62 1,83% 25,11 1,72 18.278.744,22 26,83
Lérida 144 0,50% 20.847.886,07 0,50% 144.776,99 1,77% 24,20 1,83 22.798.745,67 26,03
Lugo 45 0,16% 4.226.995,49 0,10% 93.933,23 1,77% 24,58 1,73 4.758.353,18 26,31
Madrid 5.734 20,09% 1.014.562.227,84 24,21% 176.937,95 1,78% 24,79 1,82 1.110.910.637,83 26,60
Málaga 1.272 4,46% 187.228.509,67 4,47% 147.192,22 1,82% 24,04 2,12 204.685.686,19 26,16
Melilla 1 0,00% 124.932,38 0,00% 124.932,38 1,62% 26,33 3,67 135.039,72 30,00
Murcia 636 2,23% 81.367.227,43 1,94% 127.935,89 1,78% 24,83 2,14 88.411.590,99 26,97
Navarra 272 0,95% 42.205.044,26 1,01% 155.165,60 1,74% 25,19 1,76 46.598.943,35 26,96
Orense 199 0,70% 21.926.033,96 0,52% 110.181,08 1,80% 25,60 1,80 23.859.520,43 27,40
