AyT Goya Hipotecario III, FTA
Distribución por Año de Vencimiento
Ven A c ñ i o m d ie e n to P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p i o n n t d er e é r s . Vid M a e d re ia s i p d o u n al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial Pl m az e o d i T a o p ta o l n a d ñ e o r s

Antes de 2014 44 0,15% 1.092.910,44 0,03% 24.838,87 2,26% 2,29 4,17 3.826.089,56 6,45
En 2014 49 0,17% 2.782.450,45 0,07% 56.784,70 1,84% 3,62 2,77 5.824.588,45 6,39
En 2015 65 0,23% 3.394.575,55 0,08% 52.224,24 1,92% 4,71 2,92 6.623.067,12 7,62
En 2016 110 0,39% 5.449.463,46 0,13% 49.540,58 1,93% 5,69 2,61 9.734.242,90 8,30
En 2017 165 0,58% 9.724.863,70 0,23% 58.938,57 1,87% 6,64 2,35 13.947.720,84 8,99
En 2018 266 0,93% 17.672.030,01 0,42% 66.436,20 1,91% 7,60 2,21 23.774.505,62 9,81
En 2019 431 1,51% 34.296.303,69 0,82% 79.573,79 1,91% 8,70 2,06 43.547.204,89 10,76
En 2020 355 1,24% 25.786.305,58 0,62% 72.637,48 1,86% 9,57 1,81 32.162.723,84 11,37
En 2021 300 1,05% 26.290.760,66 0,63% 87.635,87 1,82% 10,65 1,98 32.203.845,17 12,62
En 2022 388 1,36% 34.022.807,14 0,81% 87.687,65 1,84% 11,67 2,03 41.162.330,35 13,70
En 2023 635 2,23% 61.834.765,55 1,48% 97.377,58 1,89% 12,63 2,09 72.590.879,72 14,73
En 2024 882 3,09% 82.020.851,66 1,96% 92.994,16 1,86% 13,65 1,60 93.759.060,92 15,25
En 2025 672 2,36% 66.819.746,11 1,59% 99.434,15 1,78% 14,58 1,73 75.624.172,64 16,31
En 2026 511 1,79% 60.187.186,41 1,44% 117.783,14 1,82% 15,65 2,25 70.204.847,03 17,90
En 2027 660 2,31% 81.564.956,78 1,95% 123.583,27 1,80% 16,66 2,18 93.444.423,07 18,84
En 2028 1036 3,63% 124.458.791,48 2,97% 120.133,97 1,82% 17,61 2,05 140.310.691,46 19,66
En 2029 1372 4,81% 164.012.829,90 3,91% 119.542,88 1,81% 18,67 1,43 176.853.462,57 20,10
En 2030 885 3,10% 113.101.125,29 2,70% 127.797,88 1,75% 19,54 1,43 122.947.013,82 20,97
En 2031 586 2,05% 78.245.984,89 1,87% 133.525,57 1,73% 20,63 1,89 86.147.907,14 22,52
En 2032 799 2,80% 111.858.179,65 2,67% 139.997,72 1,76% 21,64 1,90 123.687.308,59 23,54
En 2033 1274 4,46% 174.876.888,53 4,17% 137.266,00 1,80% 22,63 2,00 189.713.205,35 24,64
En 2034 1834 6,43% 265.242.902,51 6,33% 144.625,36 1,78% 23,67 1,54 283.324.999,99 25,22
En 2035 1313 4,60% 198.828.929,43 4,74% 151.431,02 1,72% 24,56 1,60 212.974.514,36 26,15
En 2036 905 3,17% 148.108.088,96 3,53% 163.655,35 1,72% 25,64 2,14 160.245.265,13 27,78
En 2037 1336 4,68% 238.433.592,22 5,69% 178.468,26 1,77% 26,71 2,44 261.095.398,34 29,15
En 2038 3474 12,17% 610.646.879,91 14,57% 175.776,30 1,79% 27,57 2,29 654.256.415,27 29,86
En 2039 3030 10,62% 517.764.374,26 12,35% 170.879,33 1,84% 28,67 1,32 540.383.027,01 29,99
En 2040 1573 5,51% 282.270.198,03 6,73% 179.447,04 1,72% 29,39 0,75 289.329.181,39 30,14
En 2049 3585 12,56% 650.735.414,00 15,53% 181.516,15 1,78% 34,16 2,32 678.973.371,46 36,47

Totales 28535 100% 4.191.524.156,25 100% 146.890,63 1,79% 25,20 1,86 4.538.671.464,00 27,07
Primer VTO 29/11/2010
Último VTO 18/12/2049
VTO Medio enero-36
Primer VTO 29/11/2010
Último VTO 18/12/2049
VTO Medio enero-36
