AyT Goya Hipotecario III, FTA
Distribución por Vida Residual
Vida M R e e se si s dual P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a iv ld o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p i o n n t d er e é r s . Vid M a e d re ia s i p d o u n al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial P m laz e o d i T a o p ta o l n a d ñ e o r s

Inferior o igual a 60 147 0,52% 6.688.858,39 0,16% 45.502,44 1,94% 3,83 3,09 14.999.830,46 6,91
entre 61 y 72 108 0,38% 5.280.760,34 0,13% 48.895,93 1,91% 5,57 2,51 9.954.904,46 8,08
entre 73 y 84 158 0,55% 9.445.786,68 0,23% 59.783,46 1,90% 6,55 2,42 13.387.670,62 8,97
entre 85 y 96 268 0,94% 17.353.678,35 0,41% 64.752,53 1,90% 7,54 2,24 23.710.127,86 9,78
entre 97 y 108 403 1,41% 32.048.268,37 0,76% 79.524,24 1,92% 8,63 2,08 40.764.829,30 10,71
entre 109 y 120 381 1,34% 27.820.933,57 0,66% 73.020,82 1,86% 9,48 1,78 34.618.856,78 11,26
entre 121 y 144 673 2,36% 58.960.598,53 1,41% 87.608,62 1,82% 11,15 2,00 71.777.541,72 13,15
entre 145 y 168 1.481 5,19% 140.087.778,12 3,34% 94.589,99 1,88% 13,15 1,85 162.586.347,83 15,00
entre 169 y 192 1.197 4,19% 127.228.253,27 3,04% 106.289,27 1,81% 14,99 1,93 145.339.376,89 16,92
entre 193 y 216 1.683 5,90% 204.151.354,64 4,87% 121.302,05 1,81% 17,16 2,12 232.249.487,73 19,28
entre 217 y 240 2.276 7,98% 278.012.982,45 6,63% 122.149,82 1,79% 18,97 1,42 301.166.696,74 20,39
entre 241 y 264 1.355 4,75% 186.159.901,84 4,44% 137.387,38 1,75% 21,13 1,88 205.370.568,41 23,01
entre 265 y 288 3.005 10,53% 423.611.413,61 10,11% 140.968,86 1,79% 23,18 1,76 455.817.107,11 24,94
entre 289 y 312 2.312 8,10% 360.342.124,06 8,60% 155.857,32 1,72% 24,90 1,77 387.026.163,88 26,68
entre 313 y 336 4.720 16,54% 833.339.021,87 19,88% 176.554,88 1,78% 27,28 2,35 899.298.088,32 29,63
entre 337 y 360 4.762 16,69% 827.115.591,13 19,73% 173.690,80 1,80% 28,89 1,14 858.125.284,92 30,03
entre 361 y 432 2.532 8,87% 454.729.102,12 10,85% 179.592,85 1,75% 32,75 2,16 475.827.596,00 34,92
Superior a 432 1.074 3,76% 199.147.748,91 4,75% 185.426,21 1,84% 37,31 2,65 206.650.984,97 39,96

Totales 28.535 100% 4.191.524.156,25 100,00% 146.890,63 1,79% 25,20 1,86 4.538.671.464,00 27,07
Máxima 469,0
Mínima -
Media 302,5
Máxima 469,0
Mínima -
Media 302,5
