Cartera de préstamos hipotecarios al día 9.06.2014
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,
0,00 - 24.999,99,37 3,13,700.648,30 0,55,
25.000,00 - 49.999,99,130 11,00,4.906.315,43 3,86,
50.000,00 - 74.999,99,193 16,33,11.964.343,77 9,42,
75.000,00 - 99.999,99,212 17,94,18.636.188,16 14,67,
100.000,00 - 124.999,99,219 18,53,24.418.897,07 19,23,
125.000,00 - 149.999,99,166 14,04,22.650.816,71 17,84,
150.000,00 - 174.999,99,99 8,38,16.140.372,45 12,71,
175.000,00 - 199.999,99,55 4,65,10.156.291,80 8,00,
200.000,00 - 224.999,99,26 2,20,5.418.929,47 4,27,
225.000,00 - 249.999,99,18 1,52,4.201.693,13 3,31,
250.000,00 - 274.999,99,15 1,27,3.978.744,75 3,13,
275.000,00 - 299.999,99,4 0,34,1.120.218,32 0,88,
300.000,00 - 324.999,99,3 0,25,926.381,67 0,73,
325.000,00 - 349.999,99,3 0,25,1.026.655,90 0,81,
350.000,00 - 374.999,99,1 0,08,350.126,28 0,28,
400.000,00 - 424.999,99,1 0,08,401.998,87 0,32,
Total 1.182 100,00 126.998.622,08 100,00,,,
,Principal medio:,,
,,107.443,84,
,Principal mínimo:,3.577,21,
,Principal máximo:,401.998,87,
