Cartera de préstamos hipotecarios al día 9.06.2014
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
2004,4 0,34,442.740,43 0,35
2005,7 0,59,752.907,95 0,59
2006,11 0,93,1.217.172,73 0,96
2007,14 1,18,1.315.483,02 1,04
2008,34 2,88,4.623.941,88 3,64
2009,93 7,87,14.592.520,66 11,49
2010,65 5,50,8.537.817,84 6,72
2011,60 5,08,6.802.619,54 5,36
2012,787 66,58,77.170.618,71 60,76
2013,107 9,05,11.542.799,32 9,09
Total 1.182 100,00 126.998.622,08 100,00,,
1 . 1 8 2
3 0 , 8 4 Meses Antigüedad media po nd erada
09.01.2004 125,06 Meses Antigüedad máxima
28.06.2013 11,38 Meses Antigüedad mínima,,
