Elaborado con datos a 01/06/2006,
,CARTERA PARTICIPACIONES HIPOTECARIAS TDA 26-MIXTO, F.T.A.
(División por Vencimiento Residual)
Grupo 1
,
,VENCIMIENTO
VENCIMIENTO VENCIMIENTO INICIAL RESIDUAL TIPO ACTUAL
SALDO Min. TIPO Máx. TIPO
RESIDUAL NUM SALDO ACTUAL EUROS PONDERADO POR PONDERADO POR PONDERADO POR
ACTUAL % ACTUAL ACTUAL
MESES SALDO INICIAL (meses) SALDO ACTUAL SALDO ACTUAL
(meses)
,0,00 - 12,00 16 1 8.356,55 0,00 44 8 4,110 2,149 4,555
12,00 - 24,00 8 1 28.894,33 0,01 56 16 3,410 3,000 4,000
24,00 - 36,00 9 1 63.778,55 0,02 83 32 3,580 2,568 4,164
36,00 - 48,00 27 1 .012.826,90 0,11 85 43 3,640 2,670 4,664
48,00 - 60,00 40 1 .920.315,87 0,21 90 53 3,570 2,673 5,400
60,00 - 72,00 44 2 .297.699,39 0,25 105 66 3,790 2,603 4,333
72,00 - 84,00 80 3 .979.537,12 0,44 120 78 3,870 2,603 4,914
84,00 - 96,00 99 6 .244.060,31 0,69 128 90 3,790 2,970 6,500
96,00 - 108,00 202 1 2.407.116,81 1,37 131 102 3,650 2,750 4,764
108,00 - 120,00 119 8 .806.651,19 0,98 143 112 3,640 2,590 4,750
120,00 - 132,00 109 8 .553.903,66 0,95 165 126 3,770 2,603 6,500
132,00 - 144,00 150 1 0.630.203,07 1,18 174 137 3,740 2,620 4,750
144,00 - 156,00 244 1 8.304.726,66 2,03 186 150 3,810 2,149 6,000
156,00 - 168,00 421 3 7.610.697,84 4,17 185 162 3,630 2,593 4,955
168,00 - 180,00 220 2 0.695.931,21 2,29 194 171 3,380 2,500 4,750
180,00 - 192,00 132 1 0.647.886,88 1,18 227 186 3,740 2,693 4,657
192,00 - 204,00 179 1 7.601.434,53 1,95 235 197 3,740 2,603 4,750
204,00 - 216,00 242 2 2.695.807,73 2,52 238 210 3,660 2,500 5,000
216,00 - 228,00 540 6 0.852.213,78 6,74 242 222 3,530 2,542 5,314
228,00 - 240,00 301 3 6.101.564,66 4,00 246 231 3,280 2,250 4,833
240,00 - 252,00 120 1 2.603.269,77 1,40 287 246 3,580 2,568 6,500
252,00 - 264,00 215 2 2.962.042,73 2,54 294 257 3,690 2,553 6,000
264,00 - 276,00 329 4 1.339.554,73 4,58 298 270 3,490 2,603 4,533
276,00 - 288,00 1.048 140.455.229,36 15,57 301 282 3,430 2,500 4,955
288,00 - 300,00 468 7 0.383.508,80 7,80 302 291 3,130 2,350 4,500
300,00 - 312,00 38 4 .690.529,42 0,52 344 306 3,550 2,600 4,242
312,00 - 324,00 76 9 .579.912,23 1,06 344 318 3,370 2,503 4,414
324,00 - 336,00 149 2 1.895.360,89 2,43 356 330 3,450 2,665 4,480
336,00 - 348,00 1.008 159.587.626,79 17,69 360 343 3,460 2,500 5,855
348,00 - 360,00 843 135.739.662,26 15,04 361 351 3,160 2,350 4,455
408,00 - 420,00 2 3 65.698,95 0,04 421 411 3,320 3,000 3,533
468,00 - 480,00 11 2 .095.604,41 0,23 480 471 3,550 2,900 4,250
,TOTALES 7.489 902.371.607,38 100 293 273 3,430 2,149 6,500
83,
