Elaborado con datos a 01/06/2006,
,CARTERA CERTIFICADOS DE TRANSMISIÓN DE HIPOTECA TDA 26-MIXTO F.T.A.
(División por Vencimiento Residual)
Grupo 2
,
,VENCIMIENTO
VENCIMIENTO VENCIMIENTO INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
RESIDUAL NUM PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
MESES SALDO INICIAL (meses) SALDO ACTUAL SALDO ACTUAL
(meses)
,96,00 - 108,00 5 257.440,59 0,27 131 103 4,160 3,580 4,555
108,00 - 120,00 7 222.261,75 0,24 131 112 3,430 2,820 4,142
120,00 - 132,00 1 19.024,62 0,02 169 131 3,510 3,514 3,514
144,00 - 156,00 3 248.693,11 0,26 194 150 3,690 3,500 4,164
156,00 - 168,00 1 7 1.093.596,70 1,16 192 163 3,560 2,853 4,182
168,00 - 180,00 8 426.599,98 0,45 181 169 3,760 3,000 4,500
180,00 - 192,00 1 54.642,64 0,06 241 184 4,000 4,000 4,000
192,00 - 204,00 5 424.824,44 0,45 229 197 3,260 2,943 3,798
204,00 - 216,00 3 209.036,71 0,22 233 207 3,490 3,000 4,321
216,00 - 228,00 2 0 2.180.239,96 2,32 244 223 3,630 2,875 4,000
228,00 - 240,00 2 0 2.345.715,71 2,50 249 231 3,370 2,723 4,414
240,00 - 252,00 4 380.177,41 0,40 300 251 4,000 4,000 4,000
252,00 - 264,00 2 4 2.772.991,65 2,95 299 258 3,630 2,814 4,205
264,00 - 276,00 1 9 2.651.168,09 2,82 298 271 3,630 3,000 4,164
276,00 - 288,00 7 2 8.465.677,60 9,01 301 282 3,470 2,814 4,121
288,00 - 300,00 4 7 5.923.709,58 6,30 304 291 3,250 2,700 4,164
300,00 - 312,00 6 567.243,39 0,60 341 307 3,570 3,000 4,083
312,00 - 324,00 8 1.202.069,40 1,28 353 318 3,420 2,753 4,014
324,00 - 336,00 3 1 5.209.310,77 5,54 360 332 3,490 2,814 4,480
336,00 - 348,00 2 12 32.490.288,14 34,58 361 343 3,290 2,170 4,283
348,00 - 360,00 1 53 24.384.414,50 25,95 361 350 3,220 2,542 4,500
408,00 - 420,00 6 936.412,18 1,00 421 412 2,950 2,750 3,250
432,00 - 444,00 1 277.202,67 0,30 445 436 2,900 2,900 2,900
468,00 - 480,00 7 1.217.231,00 1,30 481 472 3,040 2,900 3,500
,TOTALES 6 80 93.959.972,59 100 339 321 3,330 2,170 4,555
90,
