Elab,
,
,CARTERA PARTICIPACIONES HIPOTECARIAS TDA 26-MIXTO, F.T.A.
(División por Saldo Actual)
Grupo 1
,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
SALDO PONDERADO SALDO ACTUAL Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM SALDO ACTUAL EUROS PONDERADO PONDERADO
ACTUAL % POR SALDO MEDIO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses)
,0,00 - 30.000,00 221 4 .133.090,32 0,46 163 133 3,61 2 3.509,39 2,15 5,40
30.000,00 - 60.000,00 1266 5 7.998.130,64 6,43 210 175 3,68 4 7.432,31 2,50 6,50
60.000,00 - 90.000,00 1483 1 12.074.333,10 12,42 257 231 3,55 7 6.575,99 2,25 6,00
90.000,00 - 120.000,00 1373 1 44.384.910,82 16 290 268 3,43 1 05.902,80 2,35 6,50
120.000,00 - 150.000,00 1115 1 49.939.637,67 16,62 302 283 3,4 1 35.009,59 2,15 6,00
150.000,00 - 180.000,00 874 1 44.053.783,81 15,96 315 298 3,38 1 65.259,89 2,37 5,86
180.000,00 - 210.000,00 462 8 9.747.407,69 9,95 322 305 3,37 1 94.613,80 2,40 4,80
210.000,00 - 240.000,00 295 6 6.136.745,79 7,33 317 301 3,38 2 24.520,43 2,50 4,43
240.000,00 - 270.000,00 126 3 2.053.763,57 3,55 313 295 3,41 2 54.743,19 2,50 4,43
270.000,00 - 300.000,00 91 2 5.806.940,03 2,86 305 287 3,33 2 83.861,30 2,50 4,36
300.000,00 - 330.000,00 48 1 5.114.352,15 1,67 307 291 3,33 3 15.132,39 2,70 4,61
330.000,00 - 360.000,00 24 8 .234.416,17 0,91 313 297 3,23 3 43.296,73 2,60 4,00
360.000,00 - 390.000,00 29 1 0.886.016,19 1,21 302 282 3,46 3 75.602,67 2,69 4,41
390.000,00 - 420.000,00 27 1 0.900.652,24 1,21 302 285 3,37 4 03.915,43 2,57 4,25
420.000,00 - 450.000,00 10 4 .377.609,94 0,49 270 257 3,71 4 37.901,94 3,25 4,38
450.000,00 - 480.000,00 13 6 .045.643,41 0,67 284 268 3,44 4 65.249,58 2,62 4,16
480.000,00 - 510.000,00 9 4 .425.790,10 0,49 237 211 3,25 4 91.863,64 2,66 4,00
510.000,00 - 540.000,00 1 5 30.126,28 0,06 240 199 4 5 30.126,28 4,00 4,00
540.000,00 - 570.000,00 2 1 .104.049,98 0,12 229 213 2,98 5 52.145,38 2,72 3,25
570.000,00 - 600.000,00 4 2 .335.591,89 0,26 294 281 3,29 5 84.060,54 2,60 4,03
600.000,00 - 630.000,00 2 1 .234.719,91 0,14 331 307 3 6 17.372,77 3,00 3,00
630.000,00 - 660.000,00 3 1 .953.307,52 0,22 341 327 3,79 6 51.225,21 3,68 3,91
660.000,00 - 690.000,00 2 1 .330.786,00 0,15 270 250 3,54 6 65.404,32 3,17 3,92
720.000,00 - 750.000,00 2 1 .460.000,00 0,16 330 323 2,86 7 30.000,00 2,71 3,00
750.000,00 - 780.000,00 1 7 57.130,17 0,08 300 292 3 7 57.130,17 3,00 3,00
780.000,00 - 810.000,00 1 7 90.000,00 0,09 360 353 3,07 7 90.000,00 3,07 3,07
810.000,00 - 840.000,00 1 8 10.117,26 0,09 300 289 2,59 8 10.117,26 2,59 2,59
900.000,00 - 930.000,00 2 1 .825.837,29 0,2 239 219 3,7 9 13.048,76 3,00 4,38
960.000,00 - 990.000,00 2 1.926.717,44 0,21 306 289 3,49 963.370,43 3,36 3,61
,TOTALES 7 .489 902.371.607,38 100 293 273 3,430 169.755,33 2,149 6,500
84,
