Information as of 25/01/2005,
,
,AUDITED PORTFOLIO, TDA CAM 4 ISSUE
(Grouped by location property)
-
,
,WEIGHTED Min. Max.
WEIGHTED AVERAGE WEIGHTED AVERAGE
TOTAL CURRENT CURRENT AVERAGE CURRENT CURRENT
PROPERTY PROVINCE NUM INITIAL TERM REMAINING TERM
BALANCE EUROS BALANCE % CURRENT INTEREST INTEREST
(months) (months)
INTEREST RATE RATE RATE
,ALAVA 1 112.830,89 0,00 241 231 4,00 4,00 4,00
ALBACETE 51 2.739.109,92 0,12 236 216 3,29 2,75 4,00
ALICANTE 12.960 901.991.347,61 39,86 240 213 3,49 1,87 5,30
ALMERIA 119 9.514.255,79 0,42 249 228 3,50 2,50 5,61
ASTURIAS 2 214.999,48 0,01 234 220 3,41 3,25 3,82
AVILA 2 205.686,30 0,01 263 245 2,95 2,90 2,98
BADAJOZ 5 287.702,22 0,01 250 220 3,30 3,11 3,75
BALEARES 921 96.687.198,12 4,27 281 253 3,18 2,20 4,50
BARCELONA 1.199 118.359.832,92 5,23 320 284 3,30 2,50 4,30
CACERES 2 66.823,82 0,00 211 169 3,50 3,16 4,00
CADIZ 2 186.574,54 0,01 240 231 3,28 3,15 3,50
CANTABRIA 2 85.974,55 0,00 206 188 3,02 2,90 3,16
CASTELLON 689 53.760.918,29 2,38 269 238 3,22 2,50 6,50
CIUDAD REAL 4 308.044,29 0,01 271 223 3,34 2,97 3,50
CORDOBA 1 46.960,91 0,00 197 135 3,45 3,45 3,45
CUENCA 7 455.819,28 0,02 246 222 3,41 2,75 3,95
GERONA 490 41.589.502,12 1,84 286 255 3,29 2,50 4,25
GRANADA 6 461.497,58 0,02 243 224 3,36 2,92 3,78
GUADALAJARA 30 2.387.151,57 0,11 285 257 3,29 2,56 3,88
JAEN 7 669.545,44 0,03 283 247 3,07 2,75 3,75
LA CORUÑA 1 67.324,05 0,00 240 227 2,91 2,91 2,91
LAS PALMAS 8 630.615,08 0,03 220 209 3,18 3,00 3,50
LEON 2 268.325,84 0,01 301 280 3,10 3,06 3,25
LERIDA 184 14.568.853,99 0,64 298 267 3,39 2,70 4,50
LOGROÑO 2 137.379,16 0,01 187 163 3,09 3,01 3,13
MADRID 1.776 191.336.878,66 8,45 295 263 3,17 2,50 4,50
MALAGA 55 8.569.817,69 0,38 250 240 3,44 2,76 4,00
MURCIA 4.513 305.738.294,16 13,51 257 230 3,35 2,50 5,00
NAVARRA 12 1.297.180,91 0,06 254 226 3,43 3,00 4,14
ORENSE 1 54.292,38 0,00 300 275 3,77 3,77 3,77
S. C. DE TENERIFE 2 271.240,13 0,01 268 260 3,31 3,15 3,50
SALAMANCA 3 197.660,27 0,01 212 190 2,86 2,71 3,11
SEGOVIA 8 566.716,05 0,03 303 267 3,48 3,16 3,75
SEVILLA 5 352.912,94 0,02 284 266 3,79 2,82 4,50
SORIA 1 18.467,77 0,00 180 106 3,75 3,75 3,75
TARRAGONA 563 41.709.577,17 1,84 311 275 3,39 2,56 4,57
TERUEL 28 1.802.509,10 0,08 241 223 3,26 2,80 4,00
TOLEDO 37 3.066.474,24 0,14 275 249 3,38 2,81 4,00
VALENCIA 6.863 461.879.862,19 20,41 265 236 3,31 2,50 5,00
VALLADOLID 1 133.396,89 0,01 300 284 3,02 3,02 3,02
VIZCAYA 3 281.697,44 0,01 297 267 3,74 3,50 4,00
ZAMORA 1 59.002,59 0,00 300 291 3,50 3,50 3,50
,TOTAL 30.569 2.263.140.254,34 100,00 262 233 3,37 1,87 6,50
60,
