EMISIÓN TDA 27, FTA
(División por Fecha de Formalización)

VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
FECHA SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
NUM PONDERADO PONDERADO
FORMALIZACION EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses)
1994 1 58.532,04 0,01 233 88 3,580 3,583 3,583
1995 7 257.143,84 0,02 286 153 4,270 3,500 5,000
1996 3 0 1.147.655,60 0,11 293 170 3,980 3,283 4,636
1997 8 3 3.983.023,15 0,38 306 195 4,180 2,900 6,000
1998 1 83 9.765.559,98 0,93 317 217 4,060 3,250 5,615
1999 2 80 14.108.487,80 1,35 311 222 4,000 3,250 6,000
2000 2 57 12.211.245,83 1,17 292 215 4,040 3,000 5,500
2001 4 20 22.316.287,90 2,13 272 208 4,160 3,000 5,750
2002 6 07 35.967.020,27 3,44 289 237 4,030 2,950 5,615
2003 1 .554 130.355.579,03 12,46 318 279 4,000 2,820 5,500
2004 2 .305 222.285.394,65 21,25 334 306 4,080 2,720 6,365
2005 3 .316 347.150.583,99 33,19 346 331 4,180 2,500 6,465
2006 2 .043 246.338.503,50 23,55 372 364 4,270 2,700 6,615
TOTALES 11.086 1.045.945.017,58 100 341 316 4,150 2,500 6,615
83
