EMISIÓN TDA 27, FTA
(División por Tipo de Referencia)

VENCIMIENTO VENCIMIENTO TIPO
TIPO ACTUAL
SALDO INICIAL RESIDUAL DIFERENCIAL
SALDO ACTUAL PONDERADO Min. TIPO Máx. TIPO
TIPO REFERENCIA NUM ACTUAL PONDERADO PONDERADO PONDERADO
EUROS POR SALDO ACTUAL ACTUAL
% POR SALDO POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses) ACTUAL
TOTALES EURIBOR 1A 8.486 896.822.739,25 85,74 345 323 4,130 0,930 2,500 6,615
0,00 - 0,50 22 2.749.261,60 0,31 292 271 3,630 0,290 2,650 4,165
0,50 - 1,00 3.551 415.804.190,16 46,36 330 306 3,870 0,660 2,500 5,950
1,00 - 1,50 3.737 434.623.237,13 48,46 361 341 4,260 1,100 3,000 5,950
1,50 - 2,00 299 19.720.160,25 2,20 320 293 4,770 1,590 2,900 6,000
2,00 - 2,50 661 19.136.046,46 2,13 354 339 5,860 2,140 3,950 6,065
2,50 - 3,00 214 4.671.824,54 0,52 353 335 5,980 2,500 4,816 6,465
3,00 - 3,50 2 118.019,11 0,01 273 251 6,390 3,000 6,308 6,615
TOTALES EURIBOR 1M 2 116.377,15 0,01 159 105 4,120 1,370 3,750 4,250
1,00 - 1,50 1 29.776,63 25,59 180 77 3,750 1,000 3,750 3,750
1,50 - 2,00 1 86.600,52 74,41 152 115 4,250 1,500 4,250 4,250
TOTALES EURIBOR 3M 1 25.604,81 0,00 180 64 2,900 0,400 2,900 2,900
0,00 - 0,50 1 25.604,81 100,00 180 64 2,900 0,400 2,900 2,900
TOTALES EURIBOR 6M 12 1.875.183,02 0,18 278 262 3,850 0,630 3,455 4,288
0,00 - 0,50 1 201.458,50 10,74 120 113 4,100 0,400 4,104 4,104
0,50 - 1,00 11 1.673.724,52 89,26 297 280 3,820 0,660 3,455 4,288
TOTALES IRPH 2.585 147.105.113,35 14,06 317 274 4,230 0,240 3,250 6,079
0,00 - 0,50 2.067 122.134.572,66 83,03 313 268 4,110 0,150 3,250 6,000
0,50 - 1,00 278 19.680.238,96 13,38 336 302 4,550 0,560 3,793 6,000
1,00 - 1,50 230 4.864.531,13 3,31 350 331 5,820 1,210 4,500 5,950
1,50 - 2,00 10 425.770,60 0,29 279 214 5,470 1,520 5,000 6,079
TOTALES 1 1.086 1.045.945.017,58 100 341 316 4,150 0,830 2,500 6,615
86
