EMISIÓN TDA 27, FTA
(División por Tipo de Interés Actual)

VENCIMIENTO VENCIMIENTO
SALDO INICIAL RESIDUAL TIPO ACTUAL
TIPO DE INTERÉS SALDO ACTUAL Máx. TIPO
NUM ACTUAL PONDERADO PONDERADO PONDERADO POR SALDO Min. TIPO ACTUAL
ACTUAL EUROS ACTUAL
% POR SALDO POR SALDO ACTUAL
INICIAL (meses) ACTUAL (meses)
2,50 - 3,00 1 42 1 7.245.520,83 1,65 296 283 2,780 2,500 2,984
3,00 - 3,50 6 01 6 6.578.083,24 6,37 323 300 3,220 3,000 3,484
3,50 - 4,00 2 .994 2 87.241.938,77 27,46 328 298 3,770 3,500 3,996
4,00 - 4,50 4 .248 4 50.189.528,15 43,04 348 323 4,210 4,000 4,490
4,50 - 5,00 1 .735 1 79.981.890,98 17,21 355 335 4,690 4,500 4,989
5,00 - 5,50 1 78 1 3.800.215,98 1,32 329 300 5,100 5,000 5,465
5,50 - 6,00 1 .087 2 8.651.765,49 2,74 356 341 5,900 5,500 5,971
6,00 - 6,50 1 00 2 .223.504,36 0,21 343 321 6,120 6,000 6,465
6,50 - 7,00 1 3 2.569,78 0 361 353 6,610 6,615 6,615
TOTALES 11.086 1.045.945.017,58 100 341 316 4,150 2,500 6,615
85
