Elaborado con datos a 20/09/2006,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA CAM 7
(División por Vencimiento Residual)
,
,VENCIMIENTO
VENCIMIENTO VENCIMIENTO INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
RESIDUAL NUM PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
MESES SALDO INICIAL (meses) SALDO ACTUAL SALDO ACTUAL
(meses)
,0,00 - 12,00 2 2 33.708,64 0,01 32 11 3,390 3,383 3,414
12,00 - 24,00 1 2 3.147,58 0,00 25 16 3,820 3,821 3,821
36,00 - 48,00 8 5 55.644,80 0,02 105 44 3,960 3,500 4,639
48,00 - 60,00 9 5 63.958,03 0,02 80 54 3,880 3,250 4,221
60,00 - 72,00 6 4 12.166,88 0,02 90 66 3,700 2,870 4,588
72,00 - 84,00 1 6 1 .425.480,84 0,06 108 77 3,710 2,750 4,721
84,00 - 96,00 3 1 3 .121.633,48 0,12 123 90 3,890 2,814 4,800
96,00 - 108,00 7 6 6 .687.512,94 0,27 125 102 3,750 2,668 4,588
108,00 - 120,00 9 1 6 .153.929,87 0,25 128 112 3,650 2,500 5,037
120,00 - 132,00 5 1 4 .195.385,53 0,17 159 127 3,870 2,970 5,000
132,00 - 144,00 1 10 9 .015.448,22 0,36 170 138 3,840 2,650 4,789
144,00 - 156,00 1 17 1 1.564.646,28 0,46 183 151 3,870 2,668 5,000
156,00 - 168,00 2 90 2 8.540.186,41 1,14 184 163 3,890 2,720 5,000
168,00 - 180,00 3 08 2 9.011.363,87 1,16 189 171 3,560 2,500 5,039
180,00 - 192,00 1 27 1 2.471.225,20 0,50 220 186 3,850 2,723 4,901
192,00 - 204,00 2 07 2 0.070.886,41 0,80 230 198 3,890 2,650 5,000
204,00 - 216,00 2 53 2 8.057.330,07 1,12 240 211 3,910 2,800 4,901
216,00 - 228,00 7 84 9 8.076.437,98 3,92 241 223 3,890 2,673 5,088
228,00 - 240,00 7 04 7 8.027.236,17 3,12 245 231 3,580 2,418 5,039
240,00 - 252,00 1 49 1 6.741.284,49 0,67 276 246 3,900 2,850 5,250
252,00 - 264,00 2 95 2 9.462.845,19 1,18 290 258 3,880 2,500 5,039
264,00 - 276,00 3 59 4 0.833.043,00 1,63 297 270 3,880 2,600 5,221
276,00 - 288,00 1 .048 1 45.776.262,30 5,82 301 283 3,840 2,668 5,238
288,00 - 300,00 1 .033 1 26.357.730,06 5,05 303 291 3,500 2,260 5,037
300,00 - 312,00 3 02 3 5.945.386,21 1,44 348 308 3,760 2,500 5,200
312,00 - 324,00 6 55 8 3.433.604,00 3,33 357 318 3,720 2,618 5,039
324,00 - 336,00 9 63 139.228.579,57 5,56 359 330 3,760 2,400 5,108
336,00 - 348,00 3 .470 4 99.014.279,89 19,93 360 343 3,820 2,473 5,321
348,00 - 360,00 2 .604 3 56.221.776,13 14,23 361 350 3,540 2,300 5,039
360,00 - 372,00 4 2 5 .483.740,78 0,22 381 366 4,200 3,000 4,901
372,00 - 384,00 4 9 6 .256.137,09 0,25 391 378 4,200 3,100 5,308
384,00 - 396,00 5 9 8 .769.118,09 0,35 405 390 3,780 2,900 4,787
396,00 - 408,00 1 .912 3 21.702.217,44 12,85 420 404 3,860 2,700 5,251
408,00 - 420,00 2 .146 3 50.280.829,15 13,99 420 410 3,440 2,170 5,289
468,00 - 480,00 2 407.035,87 0,02 480 473 3,110 3,000 3,250
,TOTAL 18.279 2.504.121.198,46 100 348 331 3,710 2,170 5,321
68,
