Elaborado con datos a 14 de noviembre de 2006,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN FTPYME TDA CAM 4
(División por Vida Actual),
,,
,VENCIMIENTO
SALDO VENCIMIENTO RESIDUAL TIPO ACTUAL
SALDO ACTUAL INICIAL PONDERADO Máx. TIPO
Vida Actual (meses) NUM ACTUAL PONDERADO POR PONDERADO POR Min. TIPO ACTUAL
EUROS POR SALDO INICIAL ACTUAL
% SALDO ACTUAL (meses) SALDO ACTUAL
(meses),
,0,00 - 12,00 725 2 04.527.200,69 10,54 24 5 4,110 2,600 7,750
12,00 - 24,00 913 1 95.792.262,34 10,09 34 16 4,090 2,950 8,000
24,00 - 36,00 1.411 1 63.710.195,23 8,44 48 29 4,140 0,499 8,000
36,00 - 48,00 1.410 1 29.911.529,41 6,69 63 41 4,210 2,684 8,000
48,00 - 60,00 1.124 1 14.328.927,24 5,89 75 53 4,150 0,000 8,250
60,00 - 72,00 757 7 5.245.983,73 3,88 93 65 4,140 1,931 7,950
72,00 - 84,00 532 5 1.672.731,37 2,66 106 77 4,080 1,931 7,500
84,00 - 96,00 504 4 7.478.101,91 2,45 129 90 4,170 2,820 7,000
96,00 - 108,00 586 5 5.255.767,09 2,85 137 101 4,030 2,720 6,539
108,00 - 120,00 570 6 7.854.485,54 3,50 144 113 4,040 2,720 7,500
120,00 - 132,00 512 5 6.305.478,80 2,90 164 125 4,030 2,720 6,750
132,00 - 144,00 427 5 2.335.902,09 2,70 174 137 3,900 2,750 6,750
144,00 - 156,00 548 6 4.342.604,10 3,32 185 150 4,010 2,750 5,308
156,00 - 168,00 832 1 06.970.285,47 5,51 186 161 3,950 2,800 5,721
168,00 - 180,00 427 7 1.336.963,32 3,68 190 171 3,780 2,750 5,015
180,00 - 192,00 226 2 1.733.014,37 1,12 231 186 4,160 2,750 5,250
192,00 - 204,00 227 2 5.237.155,94 1,30 233 197 3,980 2,820 5,315
204,00 - 216,00 362 4 0.495.966,93 2,09 243 210 4,030 2,970 5,115
216,00 - 228,00 663 8 3.776.978,41 4,32 246 222 3,960 1,000 5,215
228,00 - 240,00 400 5 9.866.399,86 3,09 247 230 3,570 2,250 5,615
240,00 - 252,00 99 1 0.517.987,77 0,54 288 245 4,100 2,950 5,115
252,00 - 264,00 116 1 1.140.430,09 0,57 295 258 4,090 3,283 5,039
264,00 - 276,00 190 2 1.387.800,25 1,10 301 269 3,960 2,720 4,886
276,00 - 288,00 290 3 9.972.346,98 2,06 303 281 3,880 2,870 4,789
288,00 - 300,00 162 2 4.639.838,09 1,27 304 291 3,600 2,700 4,965
300,00 - 312,00 40 5 .524.623,19 0,28 342 307 3,940 2,970 4,789
312,00 - 324,00 61 9 .910.132,31 0,51 354 318 3,840 2,864 4,650
324,00 - 336,00 158 2 0.713.380,25 1,07 358 330 3,980 2,720 4,965
336,00 - 348,00 346 5 2.461.798,02 2,70 361 342 3,960 2,720 5,039
348,00 - 360,00 151 2 2.940.775,68 1,18 364 350 3,640 2,700 4,965
360,00 - 372,00 10 1 .447.012,12 0,07 380 368 4,190 3,500 4,787
372,00 - 384,00 4 6 31.511,78 0,03 387 374 3,780 3,000 4,539
384,00 - 396,00 8 1 .048.667,78 0,05 417 395 4,250 3,914 4,815
396,00 - 408,00 101 1 7.841.809,11 0,92 420 403 3,980 2,820 4,865
408,00 - 420,00 79 1 2.123.326,29 0,62 421 411 3,650 3,000 5,015,
,TOTAL 14.971 1.940.479.374 100 143 119 4,030 0,000 8,250,
80,,
