Elabo,,,
,,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN MADRID RESIDENCIAL II, FTA
(División por Saldo Actual),,
,,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO SALDO ACTUAL Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL (%) MEDIO ACTUAL (%) ACTUAL (%)
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL (%)
(meses) (meses),,
,0,00 - 50.000,00 19 724.883,53 0,11 309 269 2,73 38.151,76 1,592 5,000
50.000,00 - 100.000,00 318 26.462.302,63 4,06 341 301 2,32 83.214,79 1,595 6,500
100.000,00 - 150.000,00 807 102.425.425,28 15,70 367 328 2,20 126.921,22 1,521 6,500
150.000,00 - 200.000,00 966 169.393.352,69 25,96 386 348 2,11 175.355,44 1,475 6,000
200.000,00 - 250.000,00 785 174.489.203,73 26,74 404 365 2,05 222.279,24 1,481 5,325
250.000,00 - 300.000,00 315 85.522.824,05 13,11 418 379 1,92 271.501,03 1,532 5,000
300.000,00 - 350.000,00 114 36.738.550,38 5,63 409 371 1,87 322.267,99 1,481 5,000
350.000,00 - 400.000,00 55 20.543.353,15 3,15 413 375 1,83 373.515,51 1,522 5,000
400.000,00 - 450.000,00 34 14.171.927,61 2,17 420 383 1,72 416.821,40 1,431 2,142
450.000,00 - 500.000,00 14 6.563.808,34 1,01 401 365 1,77 468.843,45 1,601 2,125
500.000,00 - 550.000,00 10 5.206.554,87 0,80 408 371 1,78 520.655,49 1,431 3,225
550.000,00 - 600.000,00 6 3.367.146,96 0,52 391 357 1,63 561.191,16 1,492 1,781
650.000,00 - 700.000,00 3 1.999.643,26 0,31 360 319 1,61 666.547,75 1,585 1,625
750.000,00 - 800.000,00 1 756.200,93 0,12 432 396 1,53 756.200,93 1,531 1,531
900.000,00 - 950.000,00 1 936.666,38 0,14 480 444 1,63 936.666,38 1,630 1,630
1.200.000,00 - 1.250.000,00 1 1.206.454,23 0,18 360 326 1,61 1 .206.454,23 1,612 1,612
2.000.000,00 - 2.050.000,00 1 2.030.371,39 0,31 468 431 1,95 2 .030.371,39 1,950 1,950,,
,TOTALES 3.450 6 52.538.669,41 100,00 394 355 2,05 189.141,64 1,431 6,500,,
65,,,
