Elaborad,,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN MADRID RESIDENCIAL II, FTA
(División por Vencimiento Residual),
,,
,VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
VENCIMIENTO SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR PONDERADO POR
RESIDUAL MESES EUROS ACTUAL (%) ACTUAL (%) ACTUAL (%)
SALDO INICIAL SALDO ACTUAL SALDO ACTUAL (%)
(meses) (meses),
,108,00 - 120,00 1 58.538,20 0,01 202 117 2,25 2,250 2,250
120,00 - 132,00 2 124.813,46 0,02 177 121 2,80 2,742 2,975
132,00 - 144,00 1 72.980,82 0,01 209 137 2,23 2,231 2,231
156,00 - 168,00 16 1.570.660,01 0,24 228 161 2,87 1,731 4,950
168,00 - 180,00 12 974.032,53 0,15 236 172 2,66 1,742 3,310
180,00 - 192,00 14 1.625.119,62 0,25 241 184 2,19 1,601 3,623
192,00 - 204,00 9 928.097,83 0,14 244 195 2,23 1,732 3,342
204,00 - 216,00 14 2.418.601,59 0,37 260 209 2,06 1,592 3,250
216,00 - 228,00 47 5.399.688,26 0,83 289 222 2,58 1,642 5,980
228,00 - 240,00 58 7.057.472,66 1,08 298 235 2,30 1,732 3,432
240,00 - 252,00 71 9.992.236,96 1,53 298 245 2,15 1,595 3,682
252,00 - 264,00 39 5.553.072,36 0,85 301 256 2,38 1,595 4,875
264,00 - 276,00 40 6.445.000,36 0,99 308 270 2,09 1,555 6,500
276,00 - 288,00 83 12.532.130,76 1,92 324 280 2,16 1,525 6,500
288,00 - 300,00 146 23.978.783,56 3,67 355 295 2,16 1,595 3,682
300,00 - 312,00 364 69.020.031,17 10,58 359 307 2,15 1,575 3,750
312,00 - 324,00 535 99.017.942,04 15,17 359 317 2,38 1,585 5,500
324,00 - 336,00 579 111.121.494,47 17,03 360 329 2,07 1,515 5,900
336,00 - 348,00 264 45.398.633,22 6,96 361 338 2,15 1,431 6,500
348,00 - 360,00 14 3.453.775,54 0,53 395 355 1,89 1,602 3,373
360,00 - 372,00 49 10.163.817,50 1,56 415 369 1,78 1,525 3,889
372,00 - 384,00 73 14.314.019,29 2,19 419 376 1,85 1,605 4,750
384,00 - 396,00 91 15.282.335,07 2,34 421 389 1,85 1,532 4,625
396,00 - 408,00 68 12.673.454,01 1,94 426 399 1,92 1,492 5,000
408,00 - 420,00 20 4.399.266,68 0,67 454 414 1,73 1,605 2,125
420,00 - 432,00 128 33.235.620,54 5,09 477 429 1,66 1,605 1,950
432,00 - 444,00 325 76.357.982,38 11,70 479 437 1,72 1,475 5,250
444,00 - 456,00 251 53.708.198,82 8,23 480 448 1,82 1,431 5,000
456,00 - 468,00 136 25.660.869,70 3,93 480 458 2,13 1,481 5,500,
,TOTALES 3.450 652.538.669,41 100,00 394 355 2,05 1,431 6,500,
* 29,6 años
63,,
