Cartera de créditos hipotecarios (primeras disposiciones) al día 07/11/2005
Clasificación por tipos de interés nominales,,,
Intervalo % Tipo Interés,Créditos
%,Principal pendiente
(euros) %,%Tipo
interés*
2,00 - 2,24,1 0,02,238.093,58 0,03,2,20
2,25 - 2,49,63 0,95,14.400.653,31 1,52,2,45
2,50 - 2,74,2.375 35,82,378.880.307,67 40,04,2,64
2,75 - 2,99,3.575 53,92,482.352.527,14 50,97,2,88
3,00 - 3,24,541 8,16,62.252.397,23 6,58,3,06
3,25 - 3,49,55 0,83,6.018.734,72 0,64,3,29
3,50 - 3,74,16 0,24,1.790.779,16 0,19,3,53
3,75 - 3,99,2 0,03,161.655,96 0,02,3,87
4,00 - 4,24,1 0,02,82.380,74 0,01,4,00
4,25 - 4,49,1 0,02,113.594,50 0,01,4,34
Total 6.630 100,00 946.291.124,01 100,00,,,
Media pond erada: 2,79
Media simple: 2,81
Mínimo: 2,20
Máximo: 4,34
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,,,
