Cartera de créditos hipotecarios (primeras disposiciones) al día 07/11/2005
Clasificación por fecha de vencimiento final,,,
Año de vencimiento final,Créditos
%,Principal pendiente
(euros) %,Vida residual *
mp
Meses Fecha
2006,4 0,06,10.033,86 0,00,7,43 21/06/2006
2007,3 0,05,29.157,54 0,00,20,99 8/08/2007
2008,14 0,21,318.121,28 0,03,32,60 26/07/2008
2009,11 0,17,296.984,41 0,03,43,00 8/06/2009
2010,20 0,30,774.607,48 0,08,55,85 4/07/2010
2011,17 0,26,702.741,01 0,07,68,00 9/07/2011
2012,28 0,42,1.564.872,45 0,17,79,16 12/06/2012
2013,83 1,25,4.374.022,66 0,46,92,37 19/07/2013
2014,74 1,12,4.443.131,38 0,47,103,93 6/07/2014
2015,69 1,04,5.891.057,80 0,62,115,06 10/06/2015
2016,65 0,98,5.921.748,98 0,63,128,95 6/08/2016
2017,45 0,68,4.376.447,17 0,46,139,26 16/06/2017
2018,178 2,68,14.803.714,17 1,56,152,39 20/07/2018
2019,194 2,93,16.140.335,57 1,71,163,72 30/06/2019
2020,95 1,43,10.019.921,17 1,06,173,19 14/04/2020
2021,53 0,80,5.614.053,17 0,59,187,85 4/07/2021
2022,53 0,80,6.392.872,88 0,68,199,64 28/06/2022
2023,348 5,25,39.004.508,82 4,12,212,33 19/07/2023
2024,382 5,76,45.552.098,25 4,81,223,62 26/06/2024
2025,186 2,81,24.150.588,82 2,55,233,00 8/04/2025
2026,51 0,77,6.305.431,08 0,67,248,94 6/08/2026
2027,67 1,01,9.989.088,44 1,06,259,79 2/07/2027
2028,411 6,20,53.036.239,84 5,60,272,66 28/07/2028
2029,547 8,25,74.787.051,08 7,90,283,66 28/06/2029
2030,247 3,73,38.039.922,01 4,02,293,07 10/04/2030
2031,46 0,69,6.732.577,79 0,71,308,80 2/08/2031
2032,66 1,00,9.897.503,44 1,05,320,50 23/07/2032
2033,543 8,19,82.333.940,35 8,70,333,16 12/08/2033
2034,1.075 16,21,167.494.313,48 17,70,343,88 5/07/2034
2035,596 8,99,103.789.063,65 10,97,352,41 21/03/2035
2036,11 0,17,2.388.322,47 0,25,369,32 17/08/2036
2037,21 0,32,3.272.257,18 0,35,381,70 29/08/2037
2038,226 3,41,39.751.414,87 4,20,393,10 11/08/2038
2039,521 7,86,100.137.978,98 10,58,404,16 14/07/2039
2040,280 4,22,57.955.000,48 6,12,412,55 25/03/2040
Total 6.630 100,00 946.291.124,01 100,00,,,
Media ponderada: 313,01 8/12/2031
Media simple: 291,72 28/02/2030
Mínimo: 4,34 19/03/2006
Máximo: 414,75 31/05/2040
*Vida residual (meses y fecha equivalente) son medias ponderadas por el principal pendiente.,,,
