Número Saldo % sobre el Saldo Saldo Tipo Interés
LTV Préstamos Vivo Saldo Vivo Medio Inicial Medio ponder.
0,01 - 0,10 34 952.589,90 0,10 28.017 2.728.517 3,21
0,11 - 0,20 168 7.671.370,21 0,80 45.663 14.675.603 3,24
0,21 - 0,30 311 21.578.746,63 2,24 69.385 31.603.304 3,17
0,31 - 0,40 447 39.649.242,14 4,11 88.701 51.988.752 3,18
0,41 - 0,50 517 56.952.161,05 5,90 110.159 68.540.705 3,17
0,51 - 0,60 660 80.758.183,93 8,37 122.361 94.825.531 3,18
0,61 - 0,70 713 97.691.866,76 10,13 137.015 109.739.501 3,18
0,71 - 0,80 914 136.146.088,87 14,11 148.956 147.410.576 3,21
0,81 - 0,90 1.841 278.192.962,77 28,84 151.110 297.425.951 3,34
0,91 - 1,00 1.474 245.038.863,63 25,40 166.241 255.966.751 3,37
Totales 7.079 964.632.075,89 100,00 136.267 1.074.905.193 3,27
