Cartera de préstamos hipotecarios al día 25.04.2006
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %,
240.000,00 -254.999,99,67 0,35,16.564.835,37 1,11,
255.000,00 -269.999,99,45 0,24,11.770.402,01 0,79,
270.000,00 -284.999,99,31 0,16,8.570.906,06 0,57,
285.000,00 -299.999,99,27 0,14,7.924.378,78 0,53,
300.000,00 -314.999,99,16 0,08,4.916.278,02 0,33,
315.000,00 -329.999,99,13 0,07,4.176.121,68 0,28,
330.000,00 -344.999,99,9 0,05,3.046.715,55 0,20,
345.000,00 -359.999,99,9 0,05,3.164.149,32 0,21,
360.000,00 -374.999,99,5 0,03,1.845.089,47 0,12,
375.000,00 -389.999,99,4 0,02,1.538.659,29 0,10,
375.000,00 -389.999,99,4 0,02,1.538.659,29 0,10,
405.000,00 -419.999,99,1 0,01,405.247,78 0,03,
435.000,00 -449.999,99,2 0,01,881.444,38 0,06,
Total 19.119 100,00 1.490.935.658,25 100,00,,,
,Principal medio:,77.981,88,
,Principal mínimo:,231,06,
,Principal máximo:,442.944,38,
