Cartera de préstamos hipotecarios al día 25.04.2006
Clasificación por tipos de interés nominales máximos aplicables,,,
Intervalo % Tipo Interés
máximo,Préstamos
%,Principal pendiente
(euros) %,%Tipo*
interés máx.
18,00 - 18,49,1.345 7,03,140.207.787,08 9,40,18,00
19,00 - 19,49,11 0,06,702.985,56 0,05,19,00
20,00 - 20,49,14 0,07,1.347.719,87 0,09,20,00
21,00 - 21,49,1 0,01,25.071,88 0,00,21,00
25,00 - 25,49,628 3,28,55.179.694,32 3,70,25,00
28,00 - 28,49,380 1,99,55.669.202,09 3,73,28,00
29,00 - 29,49,303 1,58,24.350.444,60 1,63,29,00
30,00 - 30,49,5.543 28,99,393.739.537,46 26,41,30,00
40,00 - 40,49,6 0,03,279.943,41 0,02,40,00
Sin T.I.N. máximo aplicable,2.433 12,73,240.665.456,32 16,14,
Total 19.119 100,00 1.490.935.658,25 100,00,,,
*Tipo de interé s n ominal medio d e l intervalo ponderado por el principal pendiente.,,,
