Cartera de préstamos hipotecarios al día 25.04.2006
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos
%,Principal pendiente
(euros) %
01/01/1994 a 30/06/1994,3 0,02,61.602,18 0,00
01/07/1994 a 31/12/1994,4 0,02,83.610,27 0,01
01/01/1995 a 30/06/1995,12 0,06,336.852,96 0,02
01/07/1995 a 31/12/1995,15 0,08,387.264,26 0,03
01/01/1996 a 30/06/1996,28 0,15,941.065,24 0,06
01/07/1996 a 31/12/1996,58 0,30,2.040.395,38 0,14
01/01/1997 a 30/06/1997,133 0,70,4.586.131,21 0,31
01/07/1997 a 31/12/1997,159 0,83,5.692.718,70 0,38
01/01/1998 a 30/06/1998,256 1,34,9.216.158,75 0,62
01/07/1998 a 31/12/1998,292 1,53,10.772.529,63 0,72
01/01/1999 a 30/06/1999,384 2,01,14.832.881,79 0,99
01/07/1999 a 31/12/1999,450 2,35,17.348.896,84 1,16
01/01/2000 a 30/06/2000,402 2,10,16.069.858,88 1,08
01/07/2000 a 31/12/2000,455 2,38,20.251.089,14 1,36
01/01/2001 a 30/06/2001,490 2,56,22.085.989,27 1,48
01/07/2001 a 31/12/2001,694 3,63,36.082.500,11 2,42
01/01/2002 a 30/06/2002,837 4,38,49.325.450,18 3,31
01/07/2002 a 31/12/2002,778 4,07,47.430.817,23 3,18
01/01/2003 a 30/06/2003,959 5,02,62.292.941,95 4,18
01/07/2003 a 31/12/2003,1.039 5,43,74.876.254,67 5,02
01/01/2004 a 30/06/2004,1.729 9,04,146.561.448,51 9,83
01/07/2004 a 31/12/2004,3.157 16,51,286.615.469,37 19,22
01/01/2005 a 30/06/2005,4.247 22,21,406.590.742,08 27,27
01/07/2005 a 31/12/2005,2.538 13,27,256.452.989,65 17,20
Total,19.119 100,00,1.490.935.658,25 100.00
11/04/1994
11/11/2005,24,68 Meses
144,56 Meses
5,42 Meses,Antigüedad media po nd erada
Antigüedad máxima
Antigüedad mínima
