Cartera de préstamos hipotecarios al día 25.04.2006
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos
%,,Principal pendiente
(euros) %,,%Tipo*
interés,
2,00 - 2,24,5 0,03,,758.390,44 0,05,,2,145,
2,25 - 2,49,3 0,02,,510.894,69 0,03,,2,403,
2,50 - 2,74,382 2,00,,44.377.850,74 2,98,,2,659,
2,75 - 2,99,1.620 8,47,,171.303.112,34 11,49,,2,860,
3,00 - 3,24,2.911 15,23,,251.283.823,47 16,85,,3,090,
3,25 - 3,49,2.765 14,46,,242.765.657,10 16,28,,3,345,
3,50 - 3,74,4.992 26,11,,391.723.274,45 26,27,,3,576,
3,75 - 3,99,2.749 14,38,,197.052.345,95 13,22,,3,818,
4,00 - 4,24,1.501 7,85,,91.388.627,89 6,13,,4,057,
4,25 - 4,49,623 3,26,,35.761.867,29 2,40,,4,311,
4,50 - 4,74,267 1,40,,12.142.606,38 0,81,,4,531,
4,75 - 4,99,595 3,11,,28.517.689,65 1,91,,4,847,
5,00 - 5,24,584 3,05,,19.538.440,47 1,31,,5,002,
5,25 - 5,49,11 0,06,,715.122,34 0,05,,5,254,
5,50 - 5,74,35 0,18,,1.116.454,00 0,07,,5,515,
5,75 - 5,99,22 0,12,,646.084,64 0,04,,5,812,
6,00 - 6,24,33 0,17,,815.769,09 0,05,,6,011,
6,25 - 6,49,4 0,02,,104.574,74 0,01,,6,250,
6,50 - 6,74,6 0,03,,181.170,21 0,01,,6,500,
6,75 - 6,99,2 0,01,,55.505,88 0,00,,6,750,
7,00 - 7,24,3 0,02,,59.301,78 0,00,,7,000,
7,50 - 7,74,1 0,01,,28.003,56 0,00,,7,500,
8,00 - 8,24,3 0,02,,46.533,05 0,00,,8,000,
8,50 - 8,74,2 0,01,,42.558,10 0,00,,8,500,
Total 19.119 100,00 1.490.935.658,25 100,00,,,,,,
Media ponderada: 3,48 %
Media simple: 3,60 %
Mínimo: 2,10 %
Máximo: 8,50 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,Media ponderada:,,,,3,48,%
,Media simple:,,,,3,60,%
,Mínimo:,,,,2,10,%
,Máximo:,,,,8,50,%
