Cartera de préstamos hipotecarios al día 31.12.2005
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
%,Principal pendiente
(euros) %,Vida total Residual *
Meses Fecha
2011,11 0,06,693.272,59 0,03,66,58 20/07/2011
2012,19 0,11,681.297,02 0,03,78,15 6/07/2012
2013,32 0,19,2.099.168,90 0,09,91,33 11/08/2013
2014,36 0,21,2.834.613,28 0,13,101,56 18/06/2014
2015,27 0,16,2.638.318,08 0,12,113,64 21/06/2015
2016,22 0,13,2.163.218,26 0,10,125,97 30/06/2016
2017,36 0,21,3.225.735,45 0,15,137,85 27/06/2017
2018,62 0,36,5.505.444,36 0,25,149,87 28/06/2018
2019,65 0,38,7.005.633,30 0,32,163,23 8/08/2019
2020,97 0,56,9.571.408,57 0,43,172,19 7/05/2020
2021,32 0,19,3.979.489,44 0,18,188,15 5/09/2021
2022,87 0,50,8.921.347,36 0,40,199,02 2/08/2022
2023,139 0,81,16.617.478,35 0,75,209,82 26/06/2023
2024,674 3,91,66.177.884,69 2,99,224,96 29/09/2024
2025,1.358 7,88,131.670.987,96 5,96,231,62 20/04/2025
2026,65 0,38,7.154.308,19 0,32,246,70 23/07/2026
2027,121 0,70,14.088.864,70 0,64,258,18 7/07/2027
2028,151 0,88,19.464.629,51 0,88,269,45 14/06/2028
2029,852 4,94,98.455.953,75 4,46,285,37 12/10/2029
2030,1.833 10,63,213.138.686,99 9,64,291,53 18/04/2030
2031,72 0,42,9.833.282,01 0,44,305,74 24/06/2031
2032,191 1,11,22.717.500,66 1,03,316,44 15/05/2032
2033,170 0,99,26.524.002,44 1,20,330,42 14/07/2033
2034,2.719 15,77,364.645.812,95 16,50,345,93 29/10/2034
2035,7.599 44,08,1.057.450.534,05 47,85,351,49 16/04/2035
2036,3 0,02,452.631,39 0,02,366,53 17/07/2036
2038,3 0,02,322.525,77 0,01,387,31 11/04/2038
2039,1 0,01,106.714,09 0,00,401,35 12/06/2039
2040,737 4,28,110.314.293,79 4,99,413,84 26/06/2040
Total 17.239 100,00 2.209.852.815,09 100,00,,,
Media ponderada: 325,96 28/02/2033
Media simple: 319,00 1/08/2032
Mínimo: 0,16 5/01/2006
Máximo: 416,16 5/09/2040
*Vida residual (meses y fecha) son medias ponderadas por el principal pendiente.,,,
