Cartera de préstamos hipotecarios al día 31.12.2005
Clasificación por Deudor,,
,Préstamos
%,Principal Pendiente
(euros) %
Deudor 1,2 0,0116,1.306.798,19 0,0591
Deudor 2,1 0,0058,983.262,10 0,0445
Deudor 3,1 0,0058,976.523,70 0,0442
Deudor 4,1 0,0058,953.062,91 0,0431
Deudor 5,1 0,0058,951.204,78 0,0430
Deudor 6,1 0,0058,948.551,93 0,0429
Deudor 7,1 0,0058,910.877,35 0,0412
Deudor 8,1 0,0058,874.239,41 0,0396
Deudor 9,1 0,0058,841.500,00 0,0381
Deudor 10,1 0,0058,838.223,40 0,0379
Resto: 17.113 deudores,17.228 99,94,2.200.268.571,32 99,57
Total 17.239 100,00 2.209.852.815,09 100,00,,
