Cartera de préstamos hipotecarios al día 31.12.2005
Clasificación por Comunidades Autónomas,,
,Préstamos
%,Principal pendiente
( euros) %
Cantabria,19 0,11,2.871.398,59 0,13
Cataluña,1.939 11,25,306.260.260,45 13,86
País Vasco,145 0,84,21.554.041,20 0,98
Extremadura,100 0,58,11.560.918,60 0,52
Galicia,297 1,72,33.022.969,08 1,49
Castilla-León,459 2,66,56.775.801,72 2,57
Madrid,1.295 7,51,246.141.685,64 11,14
Castilla La Mancha,694 4,03,85.515.208,77 3,87
Murcia,511 2,96,56.749.793,86 2,57
Navarra,170 0,99,21.291.121,66 0,96
La Rioja,100 0,58,13.365.399,07 0,60
Comunidad Valenciana,7.757 45,00,833.592.700,67 37,72
Total 17.239 100,00 2.209.852.815,09 100,00,,
