Cartera de préstamos hipotecarios al día 31.12.2005
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos
%,Principal pendiente
(euros) %
01/01/1996 a 30/06/1996,1 0,01,11.995,56 0,00
01/07/1996 a 31/12/1996,4 0,02,152.360,99 0,01
01/01/1997 a 30/06/1997,17 0,10,508.441,01 0,02
01/07/1997 a 31/12/1997,13 0,08,501.962,82 0,02
01/01/1998 a 30/06/1998,21 0,12,700.443,60 0,03
01/07/1998 a 31/12/1998,29 0,17,929.514,77 0,04
01/01/1999 a 30/06/1999,24 0,14,1.212.884,98 0,05
01/07/1999 a 31/12/1999,45 0,26,2.113.114,19 0,10
01/01/2000 a 30/06/2000,8 0,05,770.712,10 0,03
01/07/2000 a 31/12/2000,15 0,09,2.086.161,88 0,09
01/01/2001 a 30/06/2001,18 0,10,2.591.058,13 0,12
01/07/2001 a 31/12/2001,31 0,18,3.805.414,34 0,17
01/01/2002 a 30/06/2002,62 0,36,7.528.312,02 0,34
01/07/2002 a 31/12/2002,97 0,56,11.795.802,50 0,53
01/01/2003 a 30/06/2003,175 1,02,21.943.578,88 0,99
01/07/2003 a 31/12/2003,175 1,02,22.984.198,60 1,04
01/01/2004 a 30/06/2004,295 1,71,41.943.031,65 1,90
01/07/2004 a 31/12/2004,4.769 27,66,588.009.908,39 26,61
01/01/2005 a 30/06/2005,11.254 65,28,1.476.791.750,42 66,83
01/07/2005 a 31/12/2005,186 1,08,23.472.168,26 1,06
Total,17.239 100,00,2.209.852.815,09 100,00
,11,18 Meses
115,13 Meses
4,21 Meses,Antigüedad media ponderada
Antigüedad máxima
Antigüedad mínima
