Cartera de préstamos hipotecarios al día 31.12.2005
Clasificación por principal pendiente,,,,
Intervalo de principal
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %,,
0,00 -49.999,99,1.138 6,60,41.008.589,78 1,86,,
50.000,00 -99.999,99,5.357 31,07,422.773.268,27 19,13,,
100.000,00 -149.999,99,5.783 33,55,714.216.208,16 32,32,,
150.000,00 -199.999,99,3.050 17,69,524.643.708,93 23,74,,
200.000,00 -249.999,99,1.195 6,93,262.258.921,88 11,87,,
250.000,00 -299.999,99,360 2,09,97.995.852,66 4,43,,
300.000,00 -349.999,99,138 0,80,44.373.648,93 2,01,,
350.000,00 -399.999,99,90 0,52,33.158.727,94 1,50,,
400.000,00 -449.999,99,36 0,21,15.152.683,87 0,69,,
450.000,00 -499.999,99,23 0,13,10.822.953,72 0,49,,
500.000,00 -549.999,99,24 0,14,12.561.576,71 0,57,,
550.000,00 -599.999,99,19 0,11,10.865.796,57 0,49,,
600.000,00 -649.999,99,6 0,03,3.783.969,85 0,17,,
650.000,00 -699.999,99,4 0,02,2.712.759,64 0,12,,
700.000,00 -749.999,99,4 0,02,2.901.872,31 0,13,,
750.000,00 -799.999,99,2 0,01,1.528.703,34 0,07,,
800.000,00 -849.999,99,3 0,02,2.495.850,35 0,11,,
850.000,00 -899.999,99,1 0,01,874.239,41 0,04,,
900.000,00 -949.999,99,2 0,01,1.859.429,28 0,08,,
950.000,00 -999.999,99,4 0,02,3.864.053,49 0,17,,
Total 17.239 100,00 2.209.852.815,09 100,00,,,,
,Principal medio:,,,128.189,15
274,85
983.262,10
,Principal mínimo:,,,
,Principal máximo:,,,
