Information as of 09/11/2004,
,AUDITED PORTFOLIO, TDA 22-MIXTO ISSUE
(Grouped by next reset of the interest period)
GRUPO 1
,
,WEIGHTED WEIGHTED Max.
NEXT INTEREST WEIGHTED Min. CURRENT
TOTAL CURRENT CURRENT AVERAGE AVERAGE CURRENT
RESET (year- NUM AVERAGE INITIAL INTEREST
BALANCE EUROS BALANCE % REMAINING CURRENT INTEREST
month) TERM (months) RATE
TERM (months) INTEREST RATE RATE
,200411 400 3 0.402.471,04 9,68 310 284 3,81 2,65 5,95
200412 451 3 8.221.292,91 12,17 311 285 3,76 2,70 5,00
200501 375 3 2.997.969,70 10,51 326 302 3,85 2,64 5,95
200502 437 3 8.941.746,50 12,40 326 302 3,84 2,87 5,95
200503 340 2 7.254.384,20 8,68 311 280 3,83 2,75 6,00
200504 407 3 2.978.545,98 10,50 316 289 3,76 2,56 6,00
200505 269 2 0.022.924,57 6,38 277 242 3,42 2,25 5,00
200506 222 1 6.320.667,69 5,20 268 234 3,58 2,56 5,00
200507 364 2 8.910.362,54 9,21 297 266 3,55 2,65 6,00
200508 218 1 5.966.329,77 5,08 279 243 3,64 2,86 6,00
200509 206 1 5.420.413,73 4,91 278 242 3,56 2,86 5,00
200510 216 1 6.533.689,21 5,26 280 247 3,60 2,43 5,00
200609 1 4 8.106,07 0,02 180 166 3,25 3,25 3,25
200612 1 51.468,74 0,02 248 163 2,75 2,75 2,75
,TOTAL 3.907 314.070.372,65 100 304 275 3,71 2,25 6,00
93,
