Information as of 09/11/2004,
,AUDITED PORTFOLIO, TDA 22-MIXTO ISSUE
(Grouped by next reset of the interest period)
GROUP 2
,
,WEIGHTED WEIGHTED Min. Max.
NEXT INTEREST WEIGHTED
TOTAL CURRENT CURRENT AVERAGE AVERAGE CURRENT CURRENT
RESET (year- NUM AVERAGE INITIAL
BALANCE EUROS BALANCE % REMAINING CURRENT INTEREST INTEREST
month) TERM (months)
TERM (months) INTEREST RATE RATE RATE
,200411 233 1 4.045.354,58 5,24 366 350 3,92 2,50 6,25
200412 202 1 4.138.991,99 5,27 369 353 4,09 2,91 6,50
200501 226 1 4.065.326,99 5,24 362 345 4,04 2,41 6,25
200502 265 1 7.181.323,06 6,41 367 352 4,14 2,90 6,50
200503 191 1 4.843.936,12 5,54 382 369 3,88 2,75 5,95
200504 194 1 2.269.381,64 4,58 365 350 4,14 2,80 5,95
200505 49 5 .630.911,48 2,1 367 346 3,41 2,81 4,25
200506 49 5 .703.986,31 2,13 361 343 3,52 2,76 5,25
200507 62 7 .305.443,87 2,72 371 354 3,53 3,04 5,95
200508 71 8 .196.234,33 3,06 358 336 3,41 2,85 5,25
200509 131 1 6.401.670,44 6,12 363 344 3,37 2,86 4,50
200510 191 2 3.326.661,38 8,7 358 340 3,31 2,80 5,25
200511 110 1 3.592.471,30 5,07 347 327 3,31 2,65 5,00
200512 99 1 2.405.762,76 4,63 345 326 3,25 2,40 4,50
200601 64 8 .195.623,36 3,06 346 327 3,27 2,65 3,75
200602 69 8 .641.688,72 3,22 346 329 3,27 2,50 4,00
200603 64 7 .944.105,43 2,96 348 327 3,23 2,72 3,97
200604 62 7 .843.876,02 2,92 346 324 3,13 2,66 3,70
200605 117 1 3.888.902,34 5,18 363 340 3,32 2,56 4,75
200606 117 1 4.783.703,14 5,51 357 334 3,35 2,66 4,75
200607 122 1 4.850.224,01 5,54 371 349 3,41 2,80 4,75
200608 7 8 40.044,48 0,31 409 394 4,08 4,00 4,25
200609 16 2 .193.639,03 0,82 429 415 4,08 4,00 4,50
200610 22 3 .000.952,31 1,12 436 423 4,04 4,00 4,25
200611 8 1 .168.310,75 0,44 464 452 3,97 3,75 4,00
200612 8 1 .227.594,88 0,46 463 452 4,01 3,90 4,25
200701 5 7 68.870,70 0,29 480 470 4,00 4,00 4,00
200702 11 1 .766.047,57 0,66 479 470 4,05 4,00 4,25
200703 7 1 .008.774,00 0,38 456 448 4,00 4,00 4,00
200704 4 6 31.303,08 0,24 481 474 4,00 4,00 4,00
200711 2 320.363,12 0,12 360 348 2,90 2,90 2,90
,TOTAL 2.778 268.181.479,19 100 365 347 3,59 2,40 6,50
102,
