Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por tipos de interés nominales máximos aplicables,,,
Intervalo % Tipo Interés
máximo,Préstamos hipotecarios
%,Principal pendiente
(euros) %,%Tipo*
interés máx.
12,00 - 12,24,71 0,35,10.998.471,61 0,30,12,00
12,50 - 12,74,4 0,02,1.008.649,34 0,03,12,50
13,00 - 13,24,1 0,00,163.253,27 0,00,13,00
15,00 - 15,24,20.479 99,58,3.657.169.926,42 99,61,15,00
17,00 - 17,24,1 0,00,186.204,33 0,01,17,00
18,00 - 18,24,1 0,00,180.905,08 0,00,18,00
19,00 - 19,24,4 0,02,860.794,08 0,02,19,00
20,00 - 20,24,1 0,00,213.120,08 0,01,20,00
30,00 - 30,24,4 0,02,750.220,46 0,02,30,00
Total 20.566 100,00 3.671.531.544,67 100,00,,,
*Tipo de interé s n ominal medio d e l intervalo ponderado por el principal pendiente.,,,
