Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por Deudor,,
,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Deudor 1,1 0,005,600.000,00 0,016
Deudor 2,1 0,005,592.661,20 0,016
Deudor 3,1 0,005,589.853,18 0,016
Deudor 4,1 0,005,589.608,94 0,016
Deudor 5,1 0,005,588.263,61 0,016
Deudor 6,1 0,005,587.579,76 0,016
Deudor 7,1 0,005,578.497,79 0,016
Deudor 8,1 0,005,575.252,99 0,016
Deudor 9,1 0,005,574.227,89 0,016
Deudor 10,1 0,005,571.923,36 0,016
Resto: 20.556 deudores,20.556 99,951,3.665.683.675,95 99,841
Total deudores: 20.566 20.566 100,00 3.671.531.544,67 100,00,,
