Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por la fecha amortización final,,,
Año de Amortización Final,Préstamos
hipotecarios
%,Principal pendiente
(euros) %,Vida Residual mp*
Meses Fecha
2014,1 0,00,149.197,61 0,00,90,22 31/12/2014
2016,12 0,06,1.725.596,17 0,05,109,78 17/08/2016
2017,4 0,02,759.294,65 0,02,116,45 8/03/2017
2018,8 0,04,1.055.168,68 0,03,134,40 6/09/2018
2019,17 0,08,1.926.533,74 0,05,145,13 29/07/2019
2020,16 0,08,1.949.672,36 0,05,157,40 6/08/2020
2021,66 0,32,9.764.863,87 0,27,170,14 29/08/2021
2022,32 0,16,4.499.656,83 0,12,177,95 23/04/2022
2023,26 0,13,2.840.532,36 0,08,193,80 19/08/2023
2024,52 0,25,6.969.137,76 0,19,204,08 27/06/2024
2025,71 0,35,9.142.051,78 0,25,215,78 18/06/2025
2026,267 1,30,37.636.140,19 1,03,230,38 5/09/2026
2027,93 0,45,13.700.171,61 0,37,237,32 4/04/2027
2028,84 0,41,11.552.039,61 0,31,253,81 18/08/2028
2029,170 0,83,23.687.828,70 0,65,265,00 25/07/2029
2030,162 0,79,24.787.016,47 0,68,276,82 20/07/2030
2031,546 2,65,85.876.875,66 2,34,289,92 22/08/2031
2032,224 1,09,34.167.780,76 0,93,297,71 16/04/2032
2033,251 1,22,36.688.341,47 1,00,314,25 1/09/2033
2034,1.423 6,92,207.756.578,71 5,66,325,63 13/08/2034
2035,2.094 10,18,345.883.510,81 9,42,336,89 22/07/2035
2036,4.757 23,13,832.058.277,55 22,66,349,54 10/08/2036
2037,946 4,60,158.532.721,47 4,32,355,87 19/02/2037
2038,47 0,23,9.313.400,53 0,25,374,01 25/08/2038
2039,64 0,31,12.896.874,05 0,35,386,03 26/08/2039
2040,105 0,51,20.657.954,85 0,56,396,93 23/07/2040
2041,923 4,49,169.399.156,34 4,61,411,45 8/10/2041
2042,395 1,92,73.468.936,87 2,00,416,56 12/03/2042
2043,96 0,47,18.523.009,28 0,50,434,77 17/09/2043
2044,142 0,69,28.804.701,87 0,78,445,93 22/08/2044
2045,251 1,22,49.506.346,28 1,35,458,13 28/08/2045
2046,5.252 25,54,1.045.888.621,57 28,49,471,32 4/10/2046
2047,1.969 9,57,389.963.554,21 10,62,475,76 16/02/2047
Total 20.566 100,00 3.671.531.544,67 100,00,,,
Media p on derada: 395,60 12/06/2040
Media simple: 388,16 30/10/2039
Mínimo: 90,22 31/12/2014
Máximo: 478,16 30/04/2047
* Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de
los préstamos que tienen el vencimiento final en el año correspondiente.,,,
