Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,3.678 17,88,571.910.429,47 15,58
Aragón,399 1,94,68.191.849,11 1,86
Asturias,353 1,72,47.780.681,99 1,30
Baleares,729 3,54,132.798.949,14 3,62
Canarias,1.141 5,55,166.960.091,28 4,55
Cantabria,246 1,20,40.416.159,99 1,10
Cataluña,3.972 19,31,882.102.263,62 24,03
Ceuta,103 0,50,15.684.103,92 0,43
País Vasco,708 3,44,142.079.244,88 3,87
Extremadura,351 1,71,43.523.200,44 1,19
Galicia,868 4,22,123.627.796,30 3,37
Castilla-León,934 4,54,137.846.537,06 3,75
Madrid,2.318 11,27,534.043.413,31 14,55
Castilla La Mancha,865 4,21,145.598.197,19 3,97
Melilla,137 0,67,19.288.011,72 0,53
Murcia,563 2,74,86.305.315,12 2,35
Navarra,149 0,72,30.352.160,39 0,83
La Rioja,128 0,62,21.624.824,62 0,59
Comunidad Valenciana,2.924 14,22,461.398.315,12 12,57
Total 20.566 100,00 3.671.531.544,67 100,00,,
