Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos hipotecarios
%,,Principal pendiente
(euros) %,,%Tipo*
interés,
2,25 - 2,49,17 0,08,,3.592.014,79 0,10,,2,25,
2,50 - 2,74,1 0,00,,500.253,56 0,01,,2,50,
2,75 - 2,99,108 0,53,,23.195.428,36 0,63,,2,85,
3,00 - 3,24,2 0,01,,234.274,04 0,01,,3,02,
3,25 - 3,49,17 0,08,,3.851.724,79 0,10,,3,27,
3,50 - 3,74,27 0,13,,5.991.861,62 0,16,,3,60,
3,75 - 3,99,333 1,62,,61.242.035,89 1,67,,3,91,
4,00 - 4,24,916 4,45,,164.301.812,78 4,48,,4,13,
4,25 - 4,49,2.411 11,72,,452.944.193,40 12,34,,4,36,
4,50 - 4,74,5.354 26,03,,1.002.672.565,53 27,31,,4,63,
4,75 - 4,99,6.507 31,64,,1.140.544.186,01 31,06,,4,86,
5,00 - 5,24,3.542 17,22,,594.229.215,52 16,18,,5,09,
5,25 - 5,49,1.046 5,09,,173.098.085,24 4,71,,5,31,
5,50 - 5,74,214 1,04,,34.467.807,28 0,94,,5,55,
5,75 - 5,99,58 0,28,,8.906.252,87 0,24,,5,83,
6,00 - 6,24,9 0,04,,1.335.314,41 0,04,,6,05,
6,25 - 6,49,3 0,01,,323.560,80 0,01,,6,28,
6,50 - 6,74,1 0,00,,100.957,78 0,00,,6,50,
Total 20.566 100,00 3.671.531.544,67 100,00,,,,,,
Media ponderada: 4,73 %
Media simple: 4,75 %
Mínimo: 2,25 %
Máximo: 6,50 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,Media ponderada:,,,,4,73,%
,Media simple:,,,,4,75,%
,Mínimo:,,,,2,25,%
,Máximo:,,,,6,50,%
