Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por principal pendiente,,,
Intervalo de principal
(en euros),Préstamos hipotecarios
Nº. %,Principal pendiente
(euros) %,
0,00 -24.999,99,3 0,01,68.693,37 0,00,
25.000,00 -49.999,99,21 0,10,972.740,91 0,03,
50.000,00 -74.999,99,666 3,24,43.828.399,44 1,19,
75.000,00 -99.999,99,1.566 7,61,139.253.353,93 3,79,
100.000,00 -124.999,99,2.378 11,56,269.019.708,46 7,33,
125.000,00 -149.999,99,3.203 15,57,441.873.200,39 12,04,
150.000,00 -174.999,99,3.148 15,31,511.853.940,32 13,94,
175.000,00 -199.999,99,2.802 13,62,524.350.867,83 14,28,
200.000,00 -224.999,99,2.190 10,65,464.637.227,81 12,66,
225.000,00 -249.999,99,1.793 8,72,424.820.686,36 11,57,
250.000,00 -274.999,99,1.131 5,50,295.660.351,13 8,05,
275.000,00 -299.999,99,669 3,25,191.864.869,24 5,23,
300.000,00 -324.999,99,310 1,51,96.642.862,35 2,63,
325.000,00 -349.999,99,225 1,09,75.637.977,70 2,06,
350.000,00 -374.999,99,144 0,70,52.085.428,45 1,42,
375.000,00 -399.999,99,102 0,50,39.458.428,51 1,07,
400.000,00 -424.999,99,74 0,36,30.573.461,11 0,83,
425.000,00 -449.999,99,38 0,18,16.626.221,70 0,45,
450.000,00 -474.999,99,26 0,13,11.979.575,47 0,33,
475.000,00 -499.999,99,26 0,13,12.779.607,72 0,35,
500.000,00 -524.999,99,20 0,10,10.275.152,38 0,28,
525.000,00 -549.999,99,13 0,06,6.959.649,72 0,19,
550.000,00 -574.999,99,10 0,05,5.607.422,90 0,15,
575.000,00 -599.999,99,7 0,03,4.101.717,47 0,11,
600.000,00 -624.999,99,1 0,00,600.000,00 0,02,
Total 20.566 100,00 3.671.531.544,67 100,00,,,
,Principal medio:,178.524,34,
,Principal mínimo:,20.344,00,
,Principal máximo:,600.000,00,
