Cartera de préstamos hipotecarios al día 25.06.2007
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios
%,Principal pendiente
(euros) %,(%) Principal
pendiente/
V. Tasación *
15,01 - 20,00,1 0,005,24.790,81 0,001,18,52
25,01 - 30,00,4 0,019,179.237,85 0,005,28,56
30,01 - 35,00,4 0,019,150.046,27 0,004,31,62
35,01 - 40,00,7 0,034,513.573,42 0,014,37,94
40,01 45,00,4 0,019,290.296,39 0,008,42,06
45,01 50,00,3 0,015,335.765,26 0,009,49,16
50,01 55,00,4 0,019,335.031,35 0,009,54,24
55,01 60,00,4 0,019,546.364,12 0,015,58,36
60,01 65,00,9 0,044,1.555.266,05 0,042,61,66
65,01 70,00,3 0,015,383.058,42 0,010,67,25
70,01 75,00,8 0,039,1.274.356,48 0,035,71,98
75,01 80,00,3.043 14,796,521.716.601,31 14,210,79,73
80,01 85,00,6.531 31,756,1.079.251.527,93 29,395,82,44
85,01 90,00,4.485 21,808,848.457.423,80 23,109,87,91
90,01 95,00,2.798 13,605,519.382.122,70 14,146,92,73
95,01 - 100,00,3.658 17,787,697.136.082,51 18,988,98,12
To ta l 20.566 100,00 3.671.531.544,67 100,00,,,
Media Pondera da: 87,72 %
Media Simple: 87,31 %
Mínimo: 18,52 %
Máximo: 100,00 %
*Relación Pri ncip al pendiente /V. Tasación s on medias p onderadas por el princip al pendient e.,,,
