,orado con datos a 24 de mayo de 2007,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN CAIXA PENEDÈS PYMES TDA 1
(División por Ratio Saldo Actual/Tasación Préstamos Hipotecarios),
,,
,RATIO SALDO
VENCIMIENTO VENCIMIENTO
TIPO ACTUAL ACTUAL/
INICIAL RESIDUAL
RATIO SALDO SALDO ACTUAL SALDO PONDERADO TASACION Min. TIPO Máx. TIPO
NUM PONDERADO PONDERADO
ACTUAL/TASACION EUROS ACTUAL % POR SALDO PONDERADO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL POR SALDO
INICIAL (meses) ACTUAL (meses)
ACTUAL,
,0,00 - 10,00 135 4.986.223,75 0,72% 188 139 4,54 6,7 2,280 5,900
10,00 - 20,00 189 16.645.436,84 2,40% 159 113 4,58 15,7 3,664 5,750
20,00 - 30,00 283 39.560.597,33 5,70% 173 133 4,56 25,6 3,000 5,837
30,00 - 40,00 363 50.239.472,97 7,24% 184 140 4,57 35,7 3,250 6,337
40,00 - 50,00 526 78.144.553,50 11,26% 193 148 4,54 45,5 3,000 7,250
50,00 - 60,00 692 134.537.225,40 19,38% 199 165 4,53 55,2 2,800 5,614
60,00 - 70,00 1051 247.354.850,77 35,64% 224 200 4,46 65,7 2,900 6,420
70,00 - 80,00 404 81.811.948,71 11,79% 280 255 4,40 74,9 3,000 7,087
80,00 - 90,00 63 10.876.171,55 1,57% 314 290 4,50 85,6 3,000 5,598
90,00 - 100,00 86 17.841.764,82 2,57% 339 320 4,50 95,2 2,973 5,344
Superior a 100 12 12.102.499,43 1,74% 76 53 4,39 120,3 3,900 5,171,
,TOTALES 3804 6 94.100.745,07 100,00 216 185 4,490 58,42 2,280 7,250,
72,,
