,n datos a 24 de mayo de 2007,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN CAIXA PENEDÈS PYMES TDA 1
(División por Vida Actual de los Préstamos Hipotecarios),
,,
,VENCIMIENTO INICIAL
VENCIMIENTO RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO PONDERADO POR Máx. TIPO
Vida Actual (meses) NUM PONDERADO POR SALDO PONDERADO POR Min. TIPO ACTUAL
EUROS ACTUAL % SALDO INICIAL ACTUAL
ACTUAL (meses) SALDO ACTUAL
(meses),
,0,00 - 12,00 5 3 .323.283,92 0,48 34 11 4,930 4,498 4,994
12,00 - 24,00 40 1 1.001.348,85 1,58 39 20 4,560 3,450 5,900
24,00 - 36,00 76 2 3.936.031,83 3,45 44 27 4,390 3,597 5,250
36,00 - 48,00 68 1 1.583.341,21 1,67 77 42 4,580 3,855 5,500
48,00 - 60,00 66 1 6.920.306,57 2,44 74 50 4,430 3,914 7,250
60,00 - 72,00 66 9 .806.947,11 1,41 127 66 4,630 3,821 5,250
72,00 - 84,00 106 1 3.176.596,53 1,90 130 79 4,660 3,751 5,750
84,00 - 96,00 154 1 9.931.384,12 2,87 139 89 4,420 3,410 6,420
96,00 - 108,00 163 1 9.746.967,77 2,84 151 102 4,720 3,000 5,594
108,00 - 120,00 175 2 4.133.019,63 3,48 169 113 4,590 3,418 5,750
120,00 - 132,00 185 2 5.181.889,99 3,63 171 125 4,600 3,105 5,344
132,00 - 144,00 232 3 1.983.656,07 4,61 182 138 4,660 3,714 6,337
144,00 - 156,00 254 4 2.896.557,73 6,18 185 149 4,530 3,500 5,614
156,00 - 168,00 383 7 3.968.585,61 10,66 187 162 4,690 3,751 6,064
168,00 - 180,00 173 3 2.004.793,93 4,61 194 171 4,270 3,000 5,606
180,00 - 192,00 127 2 8.754.068,84 4,14 219 185 4,510 3,500 5,364
192,00 - 204,00 147 2 7.311.569,97 3,93 233 198 4,470 2,900 5,215
204,00 - 216,00 180 3 5.105.169,48 5,06 241 209 4,420 3,068 5,194
216,00 - 228,00 259 5 4.250.906,27 7,82 244 222 4,550 3,000 5,598
228,00 - 240,00 114 2 3.648.632,21 3,41 250 232 4,220 3,000 5,250
240,00 - 252,00 79 1 7.932.795,68 2,58 280 246 4,450 3,250 5,125
252,00 - 264,00 61 1 0.088.785,48 1,45 292 259 4,430 3,605 7,087
264,00 - 276,00 93 1 7.527.800,52 2,53 301 270 4,460 3,500 5,337
276,00 - 288,00 112 2 0.572.197,67 2,96 302 282 4,530 3,200 5,314
288,00 - 300,00 50 1 1.018.774,98 1,59 310 291 4,150 2,973 4,856
300,00 - 312,00 41 7 .241.243,47 1,04 333 305 4,290 2,800 5,064
312,00 - 324,00 52 1 1.867.605,72 1,71 349 317 4,470 3,750 5,314
324,00 - 336,00 70 1 4.777.182,72 2,13 359 329 4,310 2,973 5,064
336,00 - 348,00 126 2 6.683.187,30 3,84 361 342 4,450 3,000 5,344
348,00 - 360,00 48 1 1.248.241,82 1,62 366 352 4,040 3,000 5,106
360,00 - 372,00 19 3 .850.492,04 0,55 381 365 4,320 3,000 5,094
372,00 - 384,00 16 7 .017.436,95 1,01 393 378 4,230 3,000 4,844
384,00 - 396,00 3 1 .579.000,00 0,23 396 385 4,190 3,850 4,364
396,00 - 408,00 5 1 .374.116,13 0,20 420 406 5,040 4,814 5,314
408,00 - 420,00 8 2 .341.826,95 0,34 420 410 4,180 3,800 4,500
420,00 - 432,00 1 3 15.000,00 0,05 432 423 4,200 4,200 4,200,
,TOTALES 3.804 694.100.745,07 100 216,2 185,1 4,490 2,280 7,250,
64,,
