,on datos a 24 de mayo de 2007,
,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN CAIXA PENEDÈS PYMES TDA 1
(División por Vida Actual Préstamos No Hipotecarios),
,,
,VENCIMIENTO
SALDO VENCIMIENTO RESIDUAL TIPO ACTUAL
SALDO ACTUAL INICIAL PONDERADO Máx. TIPO
Vida Actual (meses) NUM ACTUAL PONDERADO POR SALDO PONDERADO POR Min. TIPO ACTUAL
EUROS POR SALDO INICIAL ACTUAL
% ACTUAL (meses) SALDO ACTUAL
(meses),
,0,00 - 12,00 22 1.867.945,60 1,46 32 9 4,960 3,140 7,600
12,00 - 24,00 172 8.762.175,93 6,83 50 19 5,070 3,149 7,900
24,00 - 36,00 328 21.457.551,76 16,73 58 29 4,920 2,650 8,500
36,00 - 48,00 514 29.222.150,97 22,79 65 42 5,010 3,370 8,800
48,00 - 60,00 447 28.287.902,11 22,06 70 53 5,130 3,310 9,250
60,00 - 72,00 176 15.789.884,13 12,31 85 66 4,760 2,850 8,500
72,00 - 84,00 120 10.611.877,90 8,28 91 75 4,790 2,830 8,500
84,00 - 96,00 64 4.770.127,47 3,72 103 89 5,790 2,287 8,750
96,00 - 108,00 20 2.360.302,37 1,84 121 102 4,620 2,400 5,229
108,00 - 120,00 21 2.745.428,05 2,14 127 114 4,400 3,400 6,500
120,00 - 132,00 11 1.553.871,01 1,21 164 124 4,520 4,221 5,106
132,00 - 144,00 5 709.920,07 0,55 163 137 4,210 3,221 4,715
144,00 - 156,00 1 96.000,00 0,07 168 153 4,860 4,864 4,864,
,TOTALES 1.911 128.235.137,37 100 73,6 51,8 4,970 2,280 9,250,
65,,
